id,location_list,image1_block_planation,number_of_plants,planta_name_text,status,created_at,updated_at,plantation_type_id,submitted_by_id,location_lat,location_long,goverment_departmet_id,land_ownership_id,plantationArea,block_code_id,dict_code_id,gp_code_id
48325,"25.196324,75.861080,25.196301,75.861109,25.196335,75.861107,25.196327,75.861102",images/blockplantation/64a78ec8-0cf5-4ff3-a11f-1f8aedc7482e.jpg,1000,"Arjun: 200, Amaltas: 150, JUNGLE JALEBI: 350, Moringa: 300",FALSE,2024-09-06 12:47:42.02175+05:30,2024-09-06 12:47:42.02177+05:30,1,77247,25.1963694,75.8610325,30,2,1,812703,127,812703261
48326,"25.196290,75.861054,25.196280,75.861056,25.196217,75.861072,25.196196,75.861085",images/blockplantation/481eeb52-c44a-4d51-9118-957303974ca1.jpg,1000,"Gular: 200, Seesam: 400, Semal: 350, Neem: 50",FALSE,2024-09-06 12:49:38.504352+05:30,2024-09-06 12:49:38.504372+05:30,1,77247,25.196528,75.8609691,30,2,1,812703,127,812703261
48327,"26.705152,71.756090,26.705059,71.756115,26.705254,71.755921,26.705270,71.755860",images/blockplantation/b77ec137-dc45-474a-8bfe-9d15a938e3f0.jpg,100,"Neem: 50, Seesam: 50",FALSE,2024-09-06 13:33:30.651509+05:30,2024-09-06 13:33:30.651531+05:30,1,6603,26.7052441,71.7561039,6,2,1,811403,114,811403140
48328,"25.371652,72.786283,25.371561,72.786459,25.371651,72.786551,25.371748,72.786472,25.371658,72.786348",images/blockplantation/3eb3f817-a7e6-48bf-b72c-4cb7cfaf048d.jpg,1000,"Amla: 500, Arjun: 500",FALSE,2024-09-06 15:34:23.440756+05:30,2024-09-06 15:34:23.440776+05:30,2,9349,25.3717952,72.7864177,30,12,1,811601,116,811601020
48329,"29.035852,74.720772,29.035943,74.721091,29.036011,74.721124,29.036047,74.721062",images/blockplantation/f07a8e6c-6ef3-4b5a-a3a8-87f065a8e901.jpg,270,"Neem: 120, Seesam: 100, Peepal: 20, Sagon: 10, Siris: 20",FALSE,2024-09-06 15:53:30.052696+05:30,2024-09-06 15:53:30.052715+05:30,1,11577,29.0357923,74.7207639,13,2,1,810003,100,810003250
48330,"26.791357,76.317560,26.791439,76.317443,26.791325,76.317532,26.791360,76.317515",images/blockplantation/8dd230f3-c54b-46bb-83fb-43c12add7e5e.jpg,155,"Jamun: 20, Seesam: 35, Karanj: 80, Semal: 20",FALSE,2024-09-06 16:09:06.923221+05:30,2024-09-06 16:09:06.923242+05:30,1,42591,26.791458,76.3179793,28,2,0.15,0,0,0
48331,"27.204198,77.502473,27.204223,77.502506,27.204272,77.502549,27.204297,77.502573",images/blockplantation/e4ccc4bb-1f00-46e6-a0dd-13bfd6fb0d3d.jpg,100,Bael: 100,FALSE,2024-09-06 16:11:10.869475+05:30,2024-09-06 16:11:10.8695+05:30,1,75500,27.2041947,77.5024596,30,5,0.01,810509,105,810509230
48332,"27.227171,77.509469,27.227242,77.509856,27.227242,77.509855,27.227266,77.509866",images/blockplantation/8e981286-36cc-44eb-98b1-a02e825fea5b.jpg,200,"Karanj: 50, Amaltas: 75, Arjun: 75",FALSE,2024-09-06 16:11:30.757911+05:30,2024-09-06 16:11:30.757932+05:30,1,75500,27.227172,77.5094647,30,7,0.3,810509,105,810509729
48333,"27.204198,77.502473,27.204223,77.502506,27.204272,77.502549,27.204297,77.502573",images/blockplantation/d04b9394-611c-4ea3-b1e1-79b6694b6825.jpg,100,Bael: 100,FALSE,2024-09-06 16:11:42.487087+05:30,2024-09-06 16:11:42.487109+05:30,1,75500,27.2041947,77.5024596,30,5,0.01,810509,105,810509230
48334,"27.209563,77.511685,27.209558,77.511684,27.209553,77.511679,27.209504,77.511675",images/blockplantation/9de9586f-0fef-4216-b197-ae8ff19148c6.jpg,100,Karanj: 100,FALSE,2024-09-06 16:24:43.75689+05:30,2024-09-06 16:24:43.756911+05:30,1,75500,27.209626,77.5117084,30,5,0.2,810509,105,810509230
48335,"24.748530,72.451305,24.748497,72.451232,24.748447,72.451184,24.748329,72.451225,24.748282,72.451324,24.748332,72.451340,24.748405,72.451293",images/blockplantation/1ba53289-239f-4639-8690-3d6aa445eda5.jpg,150,"Neem: 100, Karanj: 40, Peepal: 5, Amrood: 5",FALSE,2024-09-06 16:52:03.966827+05:30,2024-09-06 16:52:03.966874+05:30,2,11683,24.7484573,72.451299,2,7,1,811703,117,811703230
48336,"24.744111,72.447717,24.744002,72.447817,24.743928,72.447896,24.743856,72.447964,24.743588,72.448128,24.743380,72.448189,24.743252,72.448105,24.743152,72.447879,24.743122,72.447755,24.743482,72.447507,24.743875,72.447329,24.743878,72.447534,24.743937,72.447685,24.743956,72.447795",images/blockplantation/15f5a21f-6f4a-4b41-a4ae-722066307e42.jpg,700,"Neem: 500, Karanj: 150, Amrood: 50",FALSE,2024-09-06 17:04:18.23104+05:30,2024-09-06 17:04:18.231065+05:30,2,11683,24.743418,72.4483343,2,7,2,811703,117,811703230
48337,"26.724864,71.843203,26.724936,71.843211,26.724957,71.843092,26.724902,71.843131",images/blockplantation/836841b5-79ca-4345-b2c6-d65bfa3b4bf8.jpg,100,"Neem: 50, Seesam: 50",FALSE,2024-09-06 17:16:54.070306+05:30,2024-09-06 17:16:54.070326+05:30,1,6603,26.7249196,71.8432104,6,2,1,811403,114,811403140
48338,"27.469897,77.308805,27.469902,77.308898,27.469842,77.308969,27.469831,77.308968",images/blockplantation/256c0039-7091-4362-9b80-439af77186a9.jpg,500,"Aak: 100, Babool: 220, Ber: 80, Amaltas: 100",FALSE,2024-09-06 18:12:40.189749+05:30,2024-09-06 18:12:40.189769+05:30,1,77484,27.469925,77.3088799,2,1,1,810502,105,810502060
48339,"24.975819,75.835089,24.976103,75.834930,24.975878,75.834152,24.975559,75.834316",images/blockplantation/afc58d5d-8e9b-4cec-8019-e15cc5e4463e.jpg,200,"Amaltas: 20, Amrood: 10, Arjun: 15, Jamun: 5, JUNGLE JALEBI: 15, Neem: 15, Seesam: 20, Others: 100",FALSE,2024-09-06 18:15:44.371785+05:30,2024-09-06 18:15:44.371805+05:30,1,73965,24.9758007,75.8345228,13,2,0.3,0,0,0
48340,"27.467948,77.307672,27.467928,77.307681,27.467963,77.307666,27.467948,77.307623",images/blockplantation/63405b2b-f4f4-42cb-9054-7273334a840a.jpg,600,"Babool: 250, Ber: 150, Dhak: 200",FALSE,2024-09-06 18:18:15.148335+05:30,2024-09-06 18:18:15.148358+05:30,1,77484,27.4679733,77.3077167,2,1,2.5,810502,105,810502060
48341,"27.462491,77.300180,27.462491,77.300180,27.462491,77.300181,27.462491,77.300181",images/blockplantation/cf5e10c5-9489-4b7e-85f8-93ca49575379.jpg,500,"Aak: 200, Babool: 150, Ber: 150",FALSE,2024-09-06 18:27:17.392817+05:30,2024-09-06 18:27:17.392844+05:30,1,77484,27.4624415,77.3001714,2,9,3,810502,105,810502060
48342,"27.458533,77.286657,27.458528,77.286622,27.458527,77.286622,27.458525,77.286622,27.458525,77.286622",images/blockplantation/36c90fca-a824-408c-aaa7-2d65b74438e2.jpg,650,"Amrood: 200, Lemon: 250, Seesam: 100, Neem: 100",FALSE,2024-09-06 18:35:09.732322+05:30,2024-09-06 18:35:09.732348+05:30,1,77484,27.4585583,77.2865683,2,1,4,810502,105,810502050
48343,"29.290138,74.561790,29.290138,74.561790,29.290148,74.561774,29.290159,74.561739,29.290160,74.561688,29.290159,74.561665,29.290148,74.561625,29.290148,74.561589,29.290150,74.561563,29.290152,74.561534,29.290153,74.561515,29.290152,74.561483,29.290147,74.561451,29.290149,74.561409,29.290149,74.561388,29.290152,74.561350",images/blockplantation/fc3c4471-e4c6-47b9-8fc0-a3e42a532037.jpg,300,"Neem: 200, Arjun: 100",FALSE,2024-09-06 18:35:36.448418+05:30,2024-09-06 18:35:36.44844+05:30,1,1570,29.2901273,74.5617997,13,5,1,810003,100,810003440
48344,"27.496513,77.391753,27.496524,77.391759,27.496548,77.391767,27.496560,77.391870,27.496571,77.391873",images/blockplantation/2cdee008-4355-4959-ac7d-8cd545b9d6a9.jpg,1600,Babool: 1600,FALSE,2024-09-07 06:38:02.067517+05:30,2024-09-07 06:38:02.06754+05:30,1,77538,27.4965333,77.3917707,2,7,2,810502,105,810502140
48345,"27.470560,77.377449,27.470581,77.377458,27.470684,77.377530,27.470769,77.377488,27.470772,77.377422,27.470729,77.377400",images/blockplantation/81132da2-2c84-4dcd-8813-bc32d8ece266.jpg,100,"Lemon: 10, Mosambi: 20, Karanj: 30, Seesam: 20, Neem: 20",FALSE,2024-09-07 06:53:03.8569+05:30,2024-09-07 06:53:03.856918+05:30,1,77521,27.4705291,77.3774107,2,4,0.6,810502,105,810502040
48346,"27.505070,77.349015,27.505068,77.349015,27.505068,77.349015,27.505068,77.349015",images/blockplantation/1b490411-a206-4375-ab17-cf299c03d46d.jpg,1700,Peepal: 1700,FALSE,2024-09-07 07:37:51.737242+05:30,2024-09-07 07:37:51.73727+05:30,1,77538,27.5050302,77.3489953,2,7,2,810502,105,810502140
48347,"27.173571,77.398291,27.173571,77.398291,27.173571,77.398291,27.173890,77.399223,27.173834,77.397215",images/blockplantation/9ee20256-9c34-4b53-98eb-550d25f30156.jpg,105,"Ardu: 20, Babool: 20, Bael: 30, Ber: 30, Hingot: 5",FALSE,2024-09-07 07:50:00.473856+05:30,2024-09-07 07:50:00.473878+05:30,1,77470,27.2130926,77.4915272,2,9,1,810509,105,810509729
48348,"27.445456,77.254263,27.445453,77.254265,27.445456,77.254215,27.445457,77.254200",images/blockplantation/23dc9ee5-355c-4533-85ac-b7e33869ae48.jpg,200,"Arjun: 25, Amla: 20, Banyan: 20, Gular: 20, Jamun: 25, Lemon: 20, Moringa: 20, Siris: 20, Seesam: 15, Others: 15",FALSE,2024-09-07 08:20:28.67906+05:30,2024-09-07 08:20:28.679081+05:30,1,77494,27.4454725,77.2541972,2,12,0.3,810502,105,810502270
48349,"27.031045,77.527451,27.031070,77.527534,27.031129,77.527766,27.031130,77.527941,27.031148,77.528016,27.031130,77.528164,27.031085,77.527775,27.031035,77.527592,27.030972,77.527471,27.030975,77.527366,27.031139,77.525466,27.031129,77.525274,27.031109,77.525126",images/blockplantation/3b36f007-8217-481f-99ae-32de793b8102.jpg,100,"Mango: 3, Jamun: 2, Sagon: 2, Karanj: 5, Banyan: 5, Arjun: 4, Seesam: 20, Neem: 15, Karanj: 12, Amrood: 15, Peepal: 12, Lemon: 5",FALSE,2024-09-07 08:47:49.93592+05:30,2024-09-07 08:47:49.935969+05:30,1,77448,27.03114,77.5273967,2,7,5,810508,105,810508040
48350,"29.402135,74.554808,29.402171,74.554872,29.402249,74.555027,29.402197,74.555129,29.402177,74.555188,29.402213,74.555252,29.402221,74.555285,29.402194,74.555330,29.402212,74.555363",images/blockplantation/9ca12b1d-ed55-4427-9d1d-8eb723f8990d.jpg,200,"Amrood: 20, Arjun: 20, Babool: 30, Bael: 20, Gular: 20, Jamun: 50, Khejri: 20, Neem: 20",FALSE,2024-09-07 08:53:22.82716+05:30,2024-09-07 08:53:22.827179+05:30,1,77485,29.402239,74.5548134,2,7,1,810007,100,810007200
48351,"27.458097,77.429970,27.458068,77.429938,27.458218,77.429879,27.458369,77.429940,27.458525,77.429871,27.458528,77.429745,27.458527,77.429639,27.458580,77.429561,27.458586,77.429464",images/blockplantation/4d2b5ba1-a5e5-4bb4-b509-a3e6b7d9344d.jpg,150,"Amaltas: 25, Arjun: 20, Babool: 20, Harsingar: 25, Karanj: 15, Kikar: 10, Neem: 10, Siris: 10, Aak: 15",FALSE,2024-09-07 08:55:47.742737+05:30,2024-09-07 08:55:47.742756+05:30,1,18383,27.458065,77.4299733,2,7,2,810502,105,810502310
48352,"27.495558,77.208467,27.495940,77.205445,27.494102,77.204111,27.494005,77.204097,27.493980,77.204107",images/blockplantation/c3fe88c7-49cc-4215-8c2f-a08580c025e6.jpg,800,"Karanj: 100, Peepal: 100, Seesam: 100, Siris: 200, Babool: 300",FALSE,2024-09-07 08:56:12.86283+05:30,2024-09-07 08:56:12.862868+05:30,1,40128,27.4958183,77.2064933,2,4,10,810502,105,810502360
48353,"29.402531,74.555380,29.402566,74.555341,29.402640,74.555323,29.402665,74.555330,29.402708,74.555334,29.402763,74.555334,29.402786,74.555329,29.402802,74.555327,29.402824,74.555321,29.402854,74.555314",images/blockplantation/1e6fe303-c36b-4c4d-aa0f-d5517c4fd033.jpg,100,"Amla: 20, Amrood: 30, Arjun: 20, Banyan: 2, Dhak: 20, Moringa: 8",FALSE,2024-09-07 08:57:01.901357+05:30,2024-09-07 08:57:01.901377+05:30,1,77485,29.4028794,74.5553131,2,7,1.2,810007,100,810007200
48354,"29.402877,74.555332,29.402894,74.555290,29.402896,74.555266,29.402888,74.555234,29.402880,74.555212,29.402888,74.555174,29.402900,74.555159,29.402903,74.555139,29.402902,74.555100,29.402896,74.555068,29.402895,74.555040,29.402883,74.555018,29.402894,74.555000",images/blockplantation/72d0c162-0668-447c-bbed-abaf0b7a4378.jpg,200,"Amaltas: 50, Amrood: 30, Arjun: 20, Banyan: 10, Gular: 10, Karanj: 20, Kikar: 20, Neem: 40",FALSE,2024-09-07 08:59:32.624438+05:30,2024-09-07 08:59:32.624458+05:30,1,77485,29.4032178,74.5554729,2,7,1.6,810007,100,810007200
48355,"27.496247,77.203715,27.496278,77.203637,27.496333,77.202894,27.496374,77.202712,27.496465,77.201949,27.496495,77.201911,27.496701,77.201034,27.496741,77.200309,27.496784,77.199893,27.496811,77.199801,27.496912,77.199168,27.496943,77.199166",images/blockplantation/fabd4b25-537d-4c71-8630-0425cfd922d3.jpg,800,"Babool: 300, Karanj: 300, Siris: 200",FALSE,2024-09-07 09:05:08.205397+05:30,2024-09-07 09:05:08.205416+05:30,1,40128,27.4969841,77.1991111,2,9,10,810502,105,810502360
48356,"27.498388,77.194247,27.499674,77.190234,27.499891,77.189333,27.500058,77.189480,27.499993,77.190081,27.499946,77.190711,27.500164,77.192038,27.500716,77.193593,27.500863,77.193954",images/blockplantation/6923d0ef-3bd2-4fc2-95ed-b87744c8c880.jpg,1500,"Babool: 500, Siris: 500, Karanj: 500",FALSE,2024-09-07 09:12:21.816747+05:30,2024-09-07 09:12:21.816767+05:30,1,40128,27.5006743,77.1940034,2,3,15,810502,105,810502360
48357,"27.458498,77.430755,27.458454,77.430729,27.457797,77.430462,27.457890,77.430954",images/blockplantation/b272686d-1c3c-4951-bcd3-0d83e0a57c57.jpg,100,"Amla: 10, Arjun: 10, Harsingar: 10, Karanj: 10, Kikar: 10, Neem: 15, Seesam: 10, Siris: 10, Kadamb: 5, Lemon: 10",FALSE,2024-09-07 09:15:54.648979+05:30,2024-09-07 09:15:54.648999+05:30,1,77500,27.4585134,77.4307145,3,1,1,810502,105,810502310
48358,"27.496102,77.388734,27.496102,77.388734,27.496127,77.388823,27.496131,77.388832,27.496167,77.388791,27.496239,77.388785,27.496295,77.388788,27.496334,77.388796,27.496379,77.388802,27.496464,77.388833,27.496534,77.388863,27.496585,77.388904,27.496627,77.388940,27.496663,77.388973,27.496711,77.389004,27.496752,77.389017,27.496800,77.389048,27.496848,77.389065,27.496897,77.389119,27.496939,77.389130,27.496997,77.389108,27.497044,77.389122,27.497052,77.389116,27.497069,77.389135,27.497107,77.389177,27.497180,77.389247,27.497273,77.389338,27.497318,77.389378,27.497354,77.389450,27.497286,77.389520,27.497209,77.389573,27.497106,77.389677,27.497035,77.389756,27.496958,77.389844,27.496900,77.389914,27.496814,77.389888,27.496764,77.389784,27.496723,77.389707,27.496639,77.389583,27.496553,77.389454,27.496491,77.389363,27.496419,77.389312,27.496260,77.389189,27.496210,77.389101,27.496106,77.389006,27.496083,77.388954,27.496129,77.388877,27.496212,77.388772,27.496266,77.388697,27.496306,77.388697",images/blockplantation/8bef4634-9927-4a03-8cb5-030791f7f70b.jpg,210,"Aak: 50, Amrood: 12, Arjun: 13, Bael: 20, Ber: 48, Google: 12, Imli: 16, Kair: 32, Kikar: 7",FALSE,2024-09-07 09:17:21.09735+05:30,2024-09-07 09:17:21.097371+05:30,1,25033,27.4961391,77.3888288,2,7,1.5,810502,105,810502140
48359,"28.933098,74.397335,28.933110,74.397094,28.933178,74.397546,28.933121,74.397933,28.933045,74.397997",images/blockplantation/5aa262ef-dc41-4051-ae01-f750a83319bd.jpg,100,"Khejri: 20, Neem: 10, Safed Kikar: 18, Ber: 25, Kair: 25, Seesam: 2",FALSE,2024-09-07 09:19:43.648557+05:30,2024-09-07 09:19:43.648578+05:30,2,72965,28.9329806,74.3978781,13,10,2,810003,100,810003220
48360,"28.930283,74.397378,28.930280,74.397377,28.930334,74.397279,28.930631,74.397373",images/blockplantation/bd6dbf21-3347-4484-b3ea-6c18f9567655.jpg,150,"Kair: 50, Khejri: 50, Babool: 50",FALSE,2024-09-07 09:32:07.973844+05:30,2024-09-07 09:32:07.973865+05:30,1,72965,28.9305789,74.3976958,2,1,2,810003,100,810003220
48361,"27.440390,77.398833,27.440390,77.398833,27.440434,77.398595,27.440434,77.398595,27.440434,77.398595",images/blockplantation/0d946007-4305-41d8-bb08-5df644ff5d47.jpg,1000,"Peepal: 100, Seesam: 100, Mango: 100, Amla: 100, Amrood: 100, Babool: 100, Bael: 100, Ber: 100, Bargad: 100, Harsingar: 100",FALSE,2024-09-07 09:43:33.967835+05:30,2024-09-07 09:43:33.967855+05:30,1,77473,27.440384,77.3988624,2,7,1,810502,105,810502190
48362,"28.929533,74.397183,28.929467,74.397375,28.929310,74.397417,28.929530,74.397585",images/blockplantation/7a4fa327-6749-4525-b811-5d6cc1230ba8.jpg,100,"Babool: 20, Khejri: 25, Peepal: 10, Neem: 15, Khair: 30",FALSE,2024-09-07 09:46:29.702266+05:30,2024-09-07 09:46:29.702285+05:30,1,72965,28.9295507,74.3975016,2,12,0.5,810003,100,810003220
48363,"27.473734,77.377604,27.473710,77.377733,27.473501,77.377720,27.473440,77.377557",images/blockplantation/aa07b67b-f814-4409-8c79-c93dd22cdc4b.jpg,1000,"Seesam: 8, Neem: 5, Amla: 5, Bael: 6, Kachnar: 4, Karanj: 10, Siris: 50, Lemon: 15, Harsingar: 5, Others: 892",FALSE,2024-09-07 09:47:13.704463+05:30,2024-09-07 09:47:13.704488+05:30,1,77513,27.473732,77.3776363,2,7,0.12,810502,105,810502040
48364,"27.440420,77.398632,27.440420,77.398633,27.440420,77.398634,27.440420,77.398634",images/blockplantation/0d5dccca-e9a1-479c-a911-193d04f85c9a.jpg,1000,"Amrood: 100, Ber: 100, Jamun: 100, Kadam: 100, Karanj: 100, Lemon: 100, Neem: 100, Peepal: 100, Seesam: 100, Moringa: 100",FALSE,2024-09-07 09:48:27.371791+05:30,2024-09-07 09:48:27.371813+05:30,1,77473,27.4403196,77.3987403,2,9,1,810502,105,810502190
48365,"27.473517,77.327942,27.473497,77.327899,27.473494,77.327894,27.473509,77.327875",images/blockplantation/84b66c64-ffd4-4257-8513-089f3b138c8a.jpg,300,Others: 300,FALSE,2024-09-07 09:50:24.764518+05:30,2024-09-07 09:50:24.764538+05:30,1,77471,27.4735458,77.3279666,2,7,1,810502,105,810502473
48366,"27.440364,77.398609,27.440364,77.398609,27.440364,77.398609,27.440364,77.398609,27.440364,77.398609",images/blockplantation/506b1719-4ac5-4552-aad1-556d5430233b.jpg,1000,"Amrood: 100, Babool: 100, Banyan: 100, Ber: 100, Jamun: 100, Karanj: 100, Lemon: 100, Neem: 100, Moringa: 100, JUNGLE JALEBI: 100",FALSE,2024-09-07 09:52:21.350839+05:30,2024-09-07 09:52:21.350891+05:30,1,77473,27.4403549,77.3986331,2,11,1,810502,105,810502190
48367,"28.926665,74.396436,28.925433,74.396327,28.924856,74.396175,28.924757,74.396188",images/blockplantation/9687bbaa-c4a2-406b-a389-156a570dfddb.jpg,150,"Ber: 50, Aak: 50, Babool: 50",FALSE,2024-09-07 09:57:05.992543+05:30,2024-09-07 09:57:05.992563+05:30,2,72965,28.9245739,74.396092,2,9,2,810003,100,810003220
48368,"27.440407,77.398580,27.440404,77.398578,27.440404,77.398578,27.440398,77.398584",images/blockplantation/e35b8732-21d1-4034-ae56-c2f66b1e6f8c.jpg,1000,"Amrood: 100, Kikar: 100, Neem: 100, Lemon: 100, Moringa: 100, Peepal: 100, Kadam: 100, Jamun: 100, Banyan: 100, Amaltas: 100",FALSE,2024-09-07 10:01:17.152636+05:30,2024-09-07 10:01:17.152658+05:30,1,77473,27.4404123,77.398576,2,9,1,810502,105,810502190
48369,"28.918675,74.393372,28.918649,74.393342,28.918654,74.393235,28.918611,74.393154,28.918607,74.393158",images/blockplantation/0faa6c24-81eb-4c04-8fd2-5be117fecd6e.jpg,100,"Kair: 20, Khejri: 25, Neem: 30, Safed Kikar: 20, Seesam: 5",FALSE,2024-09-07 10:07:30.254282+05:30,2024-09-07 10:07:30.2543+05:30,2,72965,28.9185536,74.3931103,2,2,6,810003,100,810003220
48370,"27.398116,77.194816,27.398074,77.195138,27.397751,77.195018,27.397820,77.194665",images/blockplantation/eb626bda-e2bc-4ab5-80ed-a81213b6e782.jpg,176,"Amla: 50, Amrood: 25, Bael: 4, Karanj: 25, Khejri: 2, Lemon: 25, Neem: 20, Peepal: 5, Karanj: 20",FALSE,2024-09-07 10:12:45.277184+05:30,2024-09-07 10:12:45.277204+05:30,1,77411,27.3980482,77.1949278,2,11,0.8,810502,105,810502240
48371,"27.446185,77.393627,27.446185,77.393627,27.446185,77.393627,27.446185,77.393627",images/blockplantation/670c4ebc-d866-44db-89a0-533132e69086.jpg,1000,"Amrood: 100, Babool: 100, Ber: 100, Jamun: 100, JUNGLE JALEBI: 100, Lemon: 100, Kikar: 100, Seesam: 100, Siris: 100, Peepal: 100",FALSE,2024-09-07 11:05:00.133621+05:30,2024-09-07 11:05:00.13364+05:30,1,77479,27.446185,77.3936272,2,7,0.5,810502,105,810502310
48372,"27.440317,77.398813,27.440298,77.398789,27.440248,77.398778,27.440154,77.398556",images/blockplantation/8b7c8dea-266d-4b34-8bb3-183c6e0bc613.jpg,1000,"Ber: 100, Harsingar: 100, Jamun: 100, Kachnar: 100, Karanj: 100, Kikar: 100, Lemon: 100, Neem: 100, Palash: 100, Sagon: 100",FALSE,2024-09-07 11:10:49.050382+05:30,2024-09-07 11:10:49.0504+05:30,1,77479,27.4400442,77.3985247,2,9,1,810502,105,810502190
48373,"27.410286,77.311123,27.410293,77.311190,27.410288,77.311195,27.410308,77.311182",images/blockplantation/963cef62-4a87-4228-969f-2b1aa4d26375.jpg,1000,Siris: 1000,FALSE,2024-09-07 11:13:49.583089+05:30,2024-09-07 11:13:49.583116+05:30,1,77537,27.4101992,77.3112109,2,7,1,810502,105,810502350
48374,"27.410321,77.311550,27.410331,77.311554,27.410332,77.311553,27.410333,77.311554,27.410332,77.311554,27.410377,77.311572",images/blockplantation/0d9c06ce-e290-4527-8ae6-412767b74642.jpg,500,Amaltas: 500,FALSE,2024-09-07 11:17:50.196347+05:30,2024-09-07 11:17:50.196366+05:30,1,77537,27.4102214,77.3114799,2,7,1,810502,105,810502350
48375,"27.410385,77.311683,27.410397,77.311743,27.410387,77.311761,27.410373,77.311774",images/blockplantation/8d69ce8d-00ad-4e10-9c59-ae85501bc91f.jpg,600,Dhak: 600,FALSE,2024-09-07 11:19:42.728152+05:30,2024-09-07 11:19:42.72817+05:30,1,77537,27.410391,77.3117014,2,7,1,810502,105,810502350
48376,"27.410332,77.311757,27.410337,77.311779,27.410335,77.311770,27.410340,77.311759",images/blockplantation/e9b63a1e-2f76-41b1-b088-6b0cbaec20bd.jpg,400,Amrood: 400,FALSE,2024-09-07 11:21:12.625276+05:30,2024-09-07 11:21:12.625295+05:30,1,77537,27.4103635,77.3117549,2,7,1,810502,105,810502350
48377,"27.410352,77.311792,27.410352,77.311795,27.410355,77.311816,27.410354,77.311827",images/blockplantation/fff647ea-3fbb-4dec-8903-4a7a5aa6968d.jpg,500,Amla: 500,FALSE,2024-09-07 11:22:22.122412+05:30,2024-09-07 11:22:22.122429+05:30,2,77537,27.4103308,77.3117993,2,7,0.5,810502,105,810502350
48378,"27.410395,77.311750,27.410403,77.311756,27.410403,77.311736,27.410409,77.311695",images/blockplantation/2d52b8e2-3f4e-41b8-9108-57098ceafb39.jpg,500,Ber: 500,FALSE,2024-09-07 11:23:34.34537+05:30,2024-09-07 11:23:34.345388+05:30,2,77537,27.4103664,77.3116871,2,7,1,810502,105,810502350
48379,"27.254462,77.600032,27.254462,77.600032,27.254462,77.600032,27.254462,77.600032,27.254462,77.600031",images/blockplantation/593010eb-9b0b-4b2e-ab69-1f7d7e1c6d84.jpg,100,Babool: 100,FALSE,2024-09-07 11:58:42.205775+05:30,2024-09-07 11:58:42.205794+05:30,1,77415,27.2544634,77.6000323,2,7,2,810509,105,810509280
48380,"27.220573,77.424246,27.220573,77.424246,27.220573,77.424246,27.220573,77.424246",images/blockplantation/a1cf7bb2-de1e-4655-ac15-48e2fb88498e.jpg,100,"Aak: 10, Arjun: 10, Babool: 20, Google: 10, Jamun: 20, Kadam: 30",FALSE,2024-09-07 12:06:53.13418+05:30,2024-09-07 12:06:53.134199+05:30,1,77518,27.2203672,77.4237397,2,7,0.2,0,0,0
48381,"27.253900,77.596157,27.253900,77.596157,27.253900,77.596157,27.253909,77.596197",images/blockplantation/b9fc4380-bcc7-4dc1-817a-1e6d2e136741.jpg,100,Neem: 100,FALSE,2024-09-07 12:16:57.300651+05:30,2024-09-07 12:16:57.30067+05:30,1,77415,27.2538974,77.5961566,2,9,1,810509,105,810509280
48382,"27.239322,77.453036,27.239318,77.453034,27.239212,77.452974,27.239167,77.452950,27.239131,77.452932,27.239088,77.452927,27.239043,77.452926,27.239005,77.452915,27.238947,77.452947,27.238913,77.452990,27.238913,77.453045,27.238913,77.453090,27.238909,77.453128,27.238917,77.453186,27.238923,77.453280,27.238923,77.453313,27.238926,77.453373,27.238924,77.453412,27.238917,77.453454,27.238926,77.453479,27.238949,77.453497,27.238971,77.453497,27.239013,77.453495,27.239049,77.453476,27.239070,77.453452,27.239091,77.453415,27.239111,77.453374,27.239136,77.453334,27.239159,77.453286,27.239189,77.453235,27.239206,77.453198,27.239214,77.453168,27.239230,77.453132,27.239249,77.453098,27.239280,77.453071,27.239296,77.453045,27.239305,77.453028,27.239315,77.453015,27.239345,77.453002,27.239372,77.453005,27.239407,77.453001,27.239425,77.452963,27.239423,77.452932,27.239417,77.452907,27.239377,77.452895,27.239331,77.452927,27.239320,77.452959,27.239364,77.453034",images/blockplantation/a16830a8-f4fa-41ee-a087-6c741816532e.jpg,210,"Babool: 10, Jamun: 20, Karanj: 40, Lemon: 20, Mango: 20, Neem: 20, Peepal: 10, Seesam: 10, Karanj: 20, Ber: 10, Aak: 10, Amrood: 20",FALSE,2024-09-07 12:55:01.880676+05:30,2024-09-07 12:55:01.880696+05:30,1,77518,27.2393399,77.45305,13,7,0.4,0,0,0
48383,"27.468124,77.318417,27.468036,77.318305,27.468049,77.318309,27.468046,77.318309",images/blockplantation/f9446dba-3883-4d3c-ab99-afd8fc71e303.jpg,100,Amrood: 100,FALSE,2024-09-07 13:57:00.061576+05:30,2024-09-07 13:57:00.061593+05:30,1,77473,27.4678921,77.318319,2,12,0.1,810502,105,810502060
48384,"26.925849,77.037789,26.925797,77.037939,26.925621,77.037799,26.925625,77.037800,26.925668,77.037714,26.925503,77.037664",images/blockplantation/988b2fe6-95a8-41c2-ade0-b3dcdb500fd1.jpg,450,"Amla: 50, Peepal: 100, Neemuch: 50, Karanj: 150, Babool: 100",FALSE,2024-09-07 15:09:30.669585+05:30,2024-09-07 15:09:30.669604+05:30,1,653,26.9257574,77.0378917,13,5,1,810510,105,810510290
