id,location_list,image1_block_planation,number_of_plants,planta_name_text,status,created_at,updated_at,plantation_type_id,submitted_by_id,location_lat,location_long,goverment_departmet_id,land_ownership_id,plantationArea,block_code_id,dict_code_id,gp_code_id
48068,"27.173022,77.579165,27.173024,77.579129,27.173035,77.579077,27.173041,77.579044,27.173045,77.579023,27.173050,77.578977,27.173056,77.578955,27.173063,77.578924,27.173073,77.578883,27.173082,77.578812,27.173087,77.578776",images/blockplantation/89cd1046-45c5-45d6-8009-507aca5b5d47.jpg,500,"Amaltas: 50, Amla: 50, Amrood: 50, Arjun: 50, Bael: 50, Bargad: 50, Gular: 50, Imli: 50, Jamun: 50, Kadam: 50",FALSE,2024-09-04 09:48:15.073049+05:30,2024-09-04 09:48:15.073068+05:30,2,77211,27.1730203,77.5791509,2,9,0.5,810509,105,810509310
48069,"25.221600,75.856689,25.221620,75.856725,25.221608,75.856774,25.221620,75.856772,25.221646,75.856776",images/blockplantation/93e10f73-7705-4852-a62f-d295c900b631.jpg,200,Neem: 200,FALSE,2024-09-04 09:58:15.677732+05:30,2024-09-04 09:58:15.677751+05:30,1,77232,25.2216526,75.8567719,30,2,20,812703,127,812703261
48070,"25.000733,74.455400,25.008952,74.457509,25.000338,74.453994,25.000477,74.455378",images/blockplantation/d5f2b934-747d-4879-9c71-b9046b18e8e6.jpg,259,"Babool: 60, JUNGLE JALEBI: 60, Karanj: 60, Seesam: 60, Neem: 19",FALSE,2024-09-04 10:02:11.331852+05:30,2024-09-04 10:02:11.331869+05:30,1,15648,25.000471,74.4553403,9,3,5,812611,126,812611030
48071,"25.107632,75.833517,25.107632,75.833518,25.107632,75.833530,25.107630,75.833554,25.107629,75.833583,25.107627,75.833614,25.107625,75.833648,25.107623,75.833682,25.107622,75.833700,25.107621,75.833719,25.107620,75.833739,25.107619,75.833760,25.107619,75.833782,25.107619,75.833782,25.107620,75.833805,25.107665,75.833979,25.107718,75.834026,25.107741,75.834032,25.107741,75.834032,25.107767,75.834036",images/blockplantation/27af0095-1b4a-4c0c-ad4e-700be6c75ca3.jpg,250,"Karanj: 50, Mango: 25, Neem: 75, Kachnar: 100",FALSE,2024-09-04 10:13:13.371638+05:30,2024-09-04 10:13:13.371658+05:30,1,77268,25.1079178,75.8340197,30,9,0.07,812703,127,812703261
48072,"25.221621,75.856683,25.221642,75.856772,25.221639,75.856795,25.221619,75.856791",images/blockplantation/b8c17f3c-fb38-49c3-80e4-2e12f5a9bfe5.jpg,200,Neem: 200,FALSE,2024-09-04 10:13:22.330801+05:30,2024-09-04 10:13:22.330821+05:30,2,77232,25.2215952,75.8566819,30,2,0.1,812703,127,812703261
48073,"25.221615,75.856797,25.221615,75.856796,25.221578,75.856769,25.221556,75.856754",images/blockplantation/21f8454a-80ca-4e00-9bc1-29641ada81ec.jpg,400,Seesam: 400,FALSE,2024-09-04 10:15:01.264694+05:30,2024-09-04 10:15:01.264719+05:30,2,77232,25.2216128,75.8567861,30,2,0.1,812703,127,812703261
48074,"25.128131,75.833843,25.128131,75.833823,25.128187,75.833705,25.128215,75.833384,25.128231,75.833307,25.128241,75.833264,25.128262,75.833164,25.128284,75.833058,25.128322,75.832879,25.128347,75.832756,25.128357,75.832698,25.128357,75.832698,25.128380,75.832594,25.128385,75.832555,25.128396,75.832465,25.128404,75.832436,25.128412,75.832402,25.128437,75.832326,25.128437,75.832326,25.128449,75.832284,25.128462,75.832233,25.128479,75.832177,25.128493,75.832124,25.128514,75.832025,25.128531,75.831982,25.128539,75.831942,25.128543,75.831846,25.128563,75.831690,25.128566,75.831632",images/blockplantation/cdce9af1-d3cc-4375-afd7-08c67a90b6bf.jpg,500,"Jamun: 20, Kadam: 50, Karanj: 150, Moringa: 50, Neem: 150, Peepal: 50, Seesam: 30",FALSE,2024-09-04 10:23:27.996115+05:30,2024-09-04 10:23:27.996136+05:30,1,77268,25.1283636,75.8340695,30,9,0.08,812703,127,812703261
48075,"27.195179,77.489199,27.195165,77.489174,27.195165,77.489173,27.195166,77.489172",images/blockplantation/b22c4c89-06cb-48e3-9204-dddc932913c5.jpg,200,Karanj: 200,FALSE,2024-09-04 10:25:06.303693+05:30,2024-09-04 10:25:06.303713+05:30,1,77287,27.1952482,77.4892149,2,4,2,810509,105,810509230
48076,"25.097756, 75.855934,25.097756, 75.855934,25.097756, 75.855934,25.097751, 75.855942,25.097749, 75.855957,25.097747, 75.855963,25.097742, 75.855981,25.097741, 75.855988,25.097738, 75.855996",images/blockplantation/63a0d0da-57d6-49b8-95c1-4c730b767970.jpg,10,Neem,FALSE,2024-09-04 10:31:39.730024+05:30,2024-09-04 10:31:39.730042+05:30,1,28194,25.0977331,75.8560098,30,1,1,812703,127,812703261
48077,"25.206829,75.827078,25.206817,75.827105,25.206843,75.827164,25.206882,75.827183",images/blockplantation/d69631b2-792b-43db-9fe4-0fbc23e66128.jpg,150,Aak: 150,FALSE,2024-09-04 10:39:55.904924+05:30,2024-09-04 10:39:55.904942+05:30,2,77232,25.2068198,75.8270735,30,5,0.1,812703,127,812703261
48078,"27.173795,77.399847,27.173782,77.399894,27.173739,77.399960,27.173569,77.399792,27.173639,77.399944",images/blockplantation/110ac0f0-a0a4-461d-8a94-95b9e0bd5d9f.jpg,100,"Peepal: 30, Neem: 20, Karanj: 20, Seesam: 20, Siris: 10",FALSE,2024-09-04 10:41:31.695967+05:30,2024-09-04 10:41:31.695987+05:30,1,77170,27.1736254,77.3998191,2,7,1,810509,105,810509270
48079,"26.757552,77.932748,26.757694,77.932755,26.757549,77.932628,26.757694,77.932682,26.757694,77.932683,26.757702,77.932683,26.757704,77.932683,26.757704,77.932682",images/blockplantation/fcc5f0b5-5697-4b37-bcfa-800658741c52.jpg,150,"Amla: 20, Amrood: 20, Arjun: 20, Google: 20, Karanj: 70",FALSE,2024-09-04 10:43:29.885112+05:30,2024-09-04 10:43:29.885131+05:30,2,77197,26.7576045,77.9327135,2,7,0.07,810603,106,810603190
48080,"25.091172, 75.864090,25.091172, 75.864116,25.091175, 75.864140,25.091178, 75.864173,25.091177, 75.864180,25.091175, 75.864200,25.091180, 75.864224,25.091209, 75.864395,25.091196, 75.864380,25.091193, 75.864378,25.091180, 75.864371,25.091173, 75.864367,25.091158, 75.864363,25.091152, 75.864359,25.091146, 75.864366,25.091138, 75.864380,25.091132, 75.864385,25.091119, 75.864392,25.091078, 75.864375,25.091073, 75.864378,25.091047, 75.864388,25.091030, 75.864398,25.091033, 75.864398,25.091041, 75.864397,25.091042, 75.864396,25.091042, 75.864396,25.091045, 75.864395,25.091048, 75.864399,25.091051, 75.864402,25.091061, 75.864409,25.091066, 75.864411,25.091077, 75.864422,25.091084, 75.864433,25.091092, 75.864451,25.091097, 75.864454,25.091105, 75.864463,25.091107, 75.864471,25.091101, 75.864478,25.091099, 75.864481,25.091097, 75.864483,25.091097, 75.864483,25.091096, 75.864483,25.091094, 75.864482,25.091094, 75.864482,25.091093, 75.864481,25.091093, 75.864481,25.091092, 75.864481,25.091092, 75.864481,25.091094, 75.864487,25.091094, 75.864487,25.091094, 75.864487,25.091100, 75.864496,25.091100, 75.864496,25.091106, 75.864503,25.091106, 75.864503,25.091110, 75.864508,25.091110, 75.864508,25.091114, 75.864515,25.091114, 75.864515,25.091116, 75.864521,25.091116, 75.864521,25.091116, 75.864521,25.091116, 75.864529,25.091116, 75.864529,25.091113, 75.864538,25.091113, 75.864538,25.091110, 75.864546,25.091110, 75.864546,25.091109, 75.864553,25.091109, 75.864553,25.091111, 75.864561,25.091111, 75.864561,25.091115, 75.864567,25.091115, 75.864567,25.091115, 75.864567,25.091119, 75.864573,25.091119, 75.864573,25.091121, 75.864582,25.091121, 75.864582,25.091120, 75.864592,25.091120, 75.864592,25.091119, 75.864600,25.091121, 75.864608,25.091124, 75.864615,25.091124, 75.864615,25.091130, 75.864623,25.091130, 75.864623",images/blockplantation/2f83bb76-853b-4a63-8ad2-e9d58d7ea31c.jpg,5000,"Neem,Peepal,Kapas,Gulmohar,Charen,Bans,Sheesham,Kathal,Amrood,Bilpatra,Chamdni,Chavra",FALSE,2024-09-04 10:44:29.296814+05:30,2024-09-04 10:44:29.296834+05:30,2,28194,25.0911045,75.8643749,30,1,5,812703,127,812703010
48081,"27.278059,77.491166,27.278147,77.490911,27.277796,77.490943,27.277860,77.491247",images/blockplantation/a018c46b-2872-40f4-b840-06835cbd1552.jpg,500,"Peepal: 100, Jamun: 100, Neem: 200, Seesam: 100",FALSE,2024-09-04 10:46:03.19371+05:30,2024-09-04 10:46:03.193729+05:30,1,21931,27.2780223,77.4911749,2,2,1.2,810504,105,810504300
48082,"27.809537,77.201604,27.809694,77.201646,27.809762,77.201663,27.809994,77.201721",images/blockplantation/6297aebe-af25-44c6-95bf-2baaa695722f.jpg,500,"Babool: 270, Kikar: 230",FALSE,2024-09-04 10:46:06.61058+05:30,2024-09-04 10:46:06.6106+05:30,2,73794,27.8096402,77.2017722,2,6,1.2,810503,105,810503110
48083,"28.420006,75.508767,28.420007,75.508779,28.419995,75.508776,28.419989,75.508775",images/blockplantation/766b19ba-d69e-4541-bd7d-7a1b17eab397.jpg,100,"Peepal: 50, Siris: 50",FALSE,2024-09-04 10:50:27.666584+05:30,2024-09-04 10:50:27.66661+05:30,1,8675,28.419984,75.5087753,13,10,2,810203,102,810203110
48084,"28.419946,75.509126,28.419941,75.509142,28.419931,75.509145,28.419930,75.509140",images/blockplantation/b603eefe-4a74-442b-b584-85243eeb79f3.jpg,100,"Seesam: 50, Neem: 50",FALSE,2024-09-04 10:52:02.614924+05:30,2024-09-04 10:52:02.614943+05:30,1,8675,28.4199884,75.5090866,13,10,2,810203,102,810203110
48085,"28.307073,72.648284,28.307082,72.648286,28.307085,72.648294,28.307091,72.648318,28.307094,72.648337,28.307095,72.648360,28.307093,72.648374,28.307091,72.648392,28.307091,72.648408,28.307091,72.648423,28.307092,72.648443,28.307092,72.648456,28.307092,72.648463,28.307093,72.648470,28.307094,72.648478,28.307092,72.648485,28.307093,72.648496,28.307091,72.648503,28.307090,72.648506,28.307088,72.648515,28.307086,72.648520,28.307084,72.648528,28.307083,72.648533,28.307081,72.648543,28.307079,72.648555,28.307080,72.648557,28.307080,72.648564,28.307081,72.648577,28.307082,72.648580,28.307082,72.648590,28.307081,72.648596,28.307080,72.648603,28.307079,72.648616,28.307079,72.648627,28.307079,72.648634,28.307079,72.648641,28.307078,72.648652,28.307078,72.648658,28.307077,72.648672,28.307077,72.648683,28.307077,72.648689,28.307077,72.648696,28.307078,72.648704,28.307081,72.648715,28.307085,72.648719,28.307097,72.648729,28.307107,72.648731,28.307113,72.648729,28.307116,72.648729,28.307128,72.648728,28.307140,72.648726,28.307149,72.648726,28.307155,72.648725,28.307165,72.648724,28.307173,72.648723,28.307176,72.648724,28.307189,72.648725,28.307197,72.648727,28.307203,72.648728,28.307211,72.648729,28.307212,72.648730,28.307220,72.648730,28.307225,72.648732,28.307229,72.648732,28.307232,72.648733,28.307244,72.648735,28.307252,72.648736,28.307262,72.648737,28.307285,72.648738,28.307289,72.648738,28.307295,72.648739,28.307307,72.648740,28.307321,72.648742,28.307331,72.648743,28.307339,72.648744,28.307345,72.648745,28.307358,72.648746,28.307365,72.648747,28.307380,72.648748,28.307389,72.648749,28.307395,72.648750,28.307406,72.648752,28.307416,72.648753,28.307422,72.648753,28.307443,72.648756,28.307452,72.648757,28.307459,72.648757,28.307466,72.648756,28.307475,72.648755,28.307482,72.648756,28.307489,72.648758,28.307495,72.648758,28.307505,72.648759,28.307512,72.648761,28.307520,72.648762,28.307534,72.648767,28.307540,72.648770,28.307546,72.648771,28.307552,72.648772,28.307566,72.648775,28.307573,72.648776,28.307586,72.648777,28.307592,72.648777,28.307607,72.648779,28.307614,72.648780,28.307627,72.648780,28.307639,72.648781,28.307649,72.648783,28.307660,72.648785,28.307667,72.648786,28.307678,72.648788,28.307691,72.648791,28.307697,72.648794,28.307708,72.648797,28.307715,72.648798,28.307728,72.648802,28.307741,72.648804,28.307748,72.648804,28.307760,72.648805,28.307772,72.648806,28.307779,72.648807,28.307791,72.648807,28.307803,72.648806,28.307811,72.648806,28.307825,72.648809,28.307838,72.648811,28.307850,72.648812,28.307864,72.648815,28.307870,72.648816,28.307883,72.648820,28.307899,72.648826,28.307910,72.648827,28.307940,72.648794,28.307936,72.648789,28.307932,72.648775,28.307930,72.648765,28.307928,72.648753,28.307927,72.648739,28.307926,72.648727,28.307925,72.648708,28.307941,72.648398,28.307941,72.648398,28.307941,72.648399,28.307940,72.648398,28.307934,72.648397,28.307928,72.648394,28.307910,72.648390,28.307903,72.648388,28.307888,72.648387,28.307869,72.648384,28.307849,72.648380,28.307842,72.648377,28.307828,72.648375,28.307817,72.648372,28.307803,72.648366,28.307788,72.648363,28.307778,72.648364,28.307770,72.648363,28.307762,72.648359,28.307747,72.648359,28.307737,72.648359,28.307725,72.648358,28.307714,72.648358,28.307701,72.648355,28.307657,72.648354,28.307639,72.648347,28.307643,72.648328,28.307631,72.648329,28.307622,72.648330,28.307596,72.648333,28.307593,72.648334,28.307573,72.648332,28.307552,72.648329,28.307535,72.648327,28.307520,72.648325,28.307505,72.648323,28.307486,72.648320,28.307468,72.648319,28.307455,72.648321,28.307433,72.648316,28.307425,72.648315,28.307409,72.648314,28.307391,72.648311,28.307373,72.648306,28.307358,72.648302,28.307347,72.648296,28.307335,72.648290,28.307324,72.648286,28.307309,72.648287,28.307287,72.648293,28.307278,72.648295,28.307265,72.648296,28.307246,72.648298,28.307230,72.648301,28.307217,72.648300,28.307200,72.648295,28.307184,72.648284,28.307169,72.648279,28.307153,72.648277,28.307138,72.648277,28.307118,72.648273,28.307183,72.648379,28.307192,72.648391,28.307199,72.648406,28.307204,72.648412,28.307206,72.648436,28.307211,72.648448,28.307213,72.648460,28.307216,72.648477,28.307211,72.648496,28.307210,72.648511,28.307211,72.648526,28.307211,72.648544,28.307210,72.648565,28.307209,72.648578,28.307207,72.648585,28.307205,72.648604,28.307203,72.648615,28.307205,72.648629,28.307207,72.648639,28.307210,72.648650,28.307215,72.648666,28.307223,72.648679,28.307235,72.648684,28.307246,72.648679,28.307253,72.648675,28.307268,72.648667,28.307278,72.648665,28.307287,72.648664,28.307297,72.648665,28.307309,72.648666,28.307319,72.648670,28.307334,72.648674,28.307350,72.648676,28.307364,72.648677,28.307377,72.648673,28.307392,72.648674,28.307416,72.648681,28.307435,72.648683,28.307450,72.648681,28.307471,72.648682,28.307484,72.648685,28.307495,72.648685,28.307504,72.648686,28.307512,72.648692,28.307519,72.648695,28.307535,72.648693,28.307546,72.648691,28.307565,72.648692,28.307581,72.648693,28.307590,72.648693,28.307605,72.648690,28.307618,72.648691,28.307664,72.648693,28.307663,72.648694,28.307680,72.648694,28.307712,72.648699,28.307729,72.648702,28.307750,72.648708,28.307768,72.648713,28.307789,72.648720,28.307803,72.648723,28.307820,72.648727,28.307839,72.648734,28.307857,72.648739,28.307877,72.648740,28.307887,72.648725,28.307884,72.648696,28.307883,72.648680,28.307879,72.648652,28.307881,72.648628,28.307885,72.648601,28.307892,72.648577,28.307896,72.648556,28.307898,72.648525,28.307899,72.648506,28.307901,72.648490,28.307903,72.648465,28.307902,72.648448,28.307900,72.648435,28.307887,72.648413,28.307874,72.648422,28.307855,72.648428,28.307841,72.648430,28.307818,72.648437,28.307800,72.648440,28.307778,72.648439,28.307765,72.648434,28.307747,72.648430,28.307731,72.648430,28.307712,72.648425,28.307693,72.648421,28.307669,72.648418,28.307646,72.648417,28.307631,72.648412,28.307612,72.648407,28.307597,72.648404,28.307571,72.648398,28.307543,72.648390,28.307517,72.648390,28.307495,72.648389,28.307470,72.648390,28.307455,72.648403,28.307442,72.648411,28.307423,72.648418,28.307398,72.648420,28.307364,72.648411,28.307341,72.648399,28.307317,72.648391,28.307295,72.648385,28.307274,72.648383,28.307255,72.648380,28.307226,72.648371,28.307195,72.648366,28.307194,72.648407,28.307217,72.648429,28.307219,72.648451,28.307227,72.648484,28.307232,72.648511,28.307234,72.648536,28.307240,72.648567,28.307240,72.648603,28.307240,72.648625,28.307266,72.648630,28.307280,72.648613,28.307297,72.648605,28.307329,72.648601,28.307366,72.648603,28.307395,72.648604,28.307423,72.648607,28.307434,72.648608,28.307449,72.648609,28.307476,72.648611,28.307498,72.648615,28.307529,72.648620,28.307556,72.648628,28.307578,72.648632,28.307600,72.648633,28.307626,72.648639,28.307647,72.648640,28.307663,72.648642,28.307683,72.648641,28.307703,72.648640,28.307720,72.648641,28.307742,72.648645,28.307764,72.648648,28.307786,72.648649,28.307808,72.648647,28.307818,72.648632,28.307815,72.648605,28.307811,72.648578,28.307810,72.648542,28.307812,72.648521,28.307793,72.648492,28.307777,72.648491,28.307752,72.648488,28.307731,72.648487,28.307714,72.648483,28.307691,72.648478,28.307670,72.648474,28.307652,72.648470,28.307627,72.648463,28.307603,72.648461,28.307577,72.648455,28.307555,72.648454,28.307519,72.648458,28.307489,72.648461,28.307460,72.648462,28.307431,72.648465,28.307407,72.648464,28.307369,72.648456,28.307362,72.648450,28.307362,72.648450,28.307354,72.648446,28.307344,72.648442,28.307326,72.648439,28.307305,72.648437,28.307290,72.648437,28.307258,72.648436,28.307265,72.648454,28.307278,72.648472,28.307288,72.648487,28.307299,72.648509,28.307317,72.648536,28.307329,72.648552,28.307344,72.648570,28.307375,72.648583,28.307387,72.648569,28.307403,72.648560,28.307419,72.648550,28.307432,72.648544,28.307450,72.648538,28.307467,72.648536,28.307479,72.648535,28.307557,72.648520,28.307575,72.648507,28.307406,72.648465,28.307402,72.648496,28.307414,72.648494,28.307396,72.648493,28.307369,72.648486,28.307338,72.648473,28.307193,72.648454,28.307174,72.648613,28.307167,72.648641,28.307097,72.648748,28.307082,72.648730",images/blockplantation/5313ed32-7786-41c1-8d0e-4983356f6cc7.jpg,400,Karanj: 400,FALSE,2024-09-04 10:53:45.014275+05:30,2024-09-04 10:53:45.014293+05:30,1,75696,28.307193,72.6486917,13,12,1,810103,101,810103170
48086,"27.809440,77.201490,27.809329,77.201397,27.809206,77.201365,27.809066,77.201329",images/blockplantation/a6a7b43d-dd8b-4554-9cb9-8db87fa39ddf.jpg,100,"Aak: 50, Babool: 20, Kikar: 30",FALSE,2024-09-04 10:58:37.64327+05:30,2024-09-04 10:58:37.64329+05:30,2,77315,27.8095383,77.201525,2,6,0.8,810503,105,810503110
48087,"27.189622,77.491720,27.189630,77.491743,27.189653,77.491721,27.189689,77.491683",images/blockplantation/fb5dbe2e-773a-4d38-96a9-6ddbafc3bfd7.jpg,100,"Harsingar: 20, Gular: 30, Bael: 30, Dhonk: 20",FALSE,2024-09-04 10:58:41.604174+05:30,2024-09-04 10:58:41.604193+05:30,1,77202,27.1897009,77.4919334,2,7,0.5,810509,105,810509230
48088,"24.784163,71.721277,24.783732,71.720594,24.784340,71.720109,24.784832,71.720960,24.784573,71.721193",images/blockplantation/f4f86f9c-ffeb-43c0-9ea3-dd2ff0591f88.jpg,123,"Bargad: 5, Ber: 5, Imli: 25, Neem: 40, Rohida: 5, Seesam: 5, Karanj: 20, Ardu: 5, Others: 13",FALSE,2024-09-04 10:59:18.129038+05:30,2024-09-04 10:59:18.129058+05:30,1,75128,24.7841533,71.7212133,13,7,2,811607,116,811607090
48089,"27.189604,77.492197,27.189688,77.492116,27.189767,77.492116,27.189794,77.492091",images/blockplantation/79040023-0cb6-41a1-82da-3102a5ad9229.jpg,100,"Neem: 25, Peepal: 35, Kadamb: 20, Gular: 20",FALSE,2024-09-04 11:01:31.564941+05:30,2024-09-04 11:01:31.56496+05:30,1,77202,27.1897602,77.4917711,2,7,0.56,810509,105,810509230
48090,"25.109505, 75.862158,25.109507, 75.862159,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109510, 75.862160,25.109514, 75.862161,25.109513, 75.862161,25.109513, 75.862161,25.109520, 75.862151,25.109520, 75.862151,25.109533, 75.862138,25.109533, 75.862138,25.109533, 75.862138,25.109551, 75.862122,25.109551, 75.862122,25.109570, 75.862106,25.109570, 75.862106,25.109590, 75.862088,25.109590, 75.862088,25.109612, 75.862071,25.109612, 75.862071,25.109636, 75.862055,25.109636, 75.862055,25.109662, 75.862038,25.109662, 75.862038,25.109689, 75.862023,25.109689, 75.862023,25.109716, 75.862008,25.109716, 75.862008,25.109744, 75.861995,25.109744, 75.861995,25.109771, 75.861985,25.109771, 75.861985,25.109797, 75.861974,25.109797, 75.861974,25.109822, 75.861958,25.109844, 75.861935,25.109844, 75.861935,25.109864, 75.861911,25.109864, 75.861911,25.109887, 75.861889,25.109887, 75.861889,25.109887, 75.861889,25.109913, 75.861868,25.109913, 75.861868,25.109940, 75.861849,25.109940, 75.861849,25.109965, 75.861829,25.109965, 75.861829,25.109988, 75.861806,25.109988, 75.861806,25.110008, 75.861781,25.110008, 75.861781,25.110026, 75.861758,25.110045, 75.861737,25.110045, 75.861737,25.110060, 75.861712,25.110060, 75.861712,25.110060, 75.861712,25.110071, 75.861684,25.110071, 75.861684,25.110076, 75.861651,25.110076, 75.861651,25.110080, 75.861617,25.110080, 75.861617,25.110089, 75.861586,25.110089, 75.861586,25.110105, 75.861561,25.110105, 75.861561,25.110124, 75.861539,25.110124, 75.861539,25.110144, 75.861518,25.110144, 75.861518,25.110167, 75.861502,25.110167, 75.861502,25.110191, 75.861490,25.110191, 75.861490,25.110215, 75.861480,25.110215, 75.861480,25.110240, 75.861471,25.110240, 75.861471,25.110264, 75.861463,25.110264, 75.861463,25.110287, 75.861454,25.110312, 75.861442,25.110338, 75.861426,25.110366, 75.861410,25.110366, 75.861410,25.110366, 75.861410,25.110393, 75.861392,25.110393, 75.861392,25.110419, 75.861373,25.110419, 75.861373,25.110443, 75.861355,25.110443, 75.861355,25.110466, 75.861336,25.110487, 75.861318,25.110487, 75.861318,25.110509, 75.861300,25.110509, 75.861300,25.110528, 75.861283,25.110528, 75.861283,25.110545, 75.861268,25.110545, 75.861268,25.110563, 75.861253,25.110585, 75.861238,25.110585, 75.861238,25.110606, 75.861221,25.110606, 75.861221,25.110652, 75.861176,25.110677, 75.861158,25.110677, 75.861158,25.110701, 75.861138,25.110723, 75.861115,25.110746, 75.861094,25.110746, 75.861094,25.110771, 75.861077,25.110796, 75.861065,25.110823, 75.861056,25.110823, 75.861056,25.110851, 75.861048,25.110878, 75.861041,25.110906, 75.861036,25.110906, 75.861036,25.110950, 75.861037,25.110970, 75.861038,25.110970, 75.861038,25.110989, 75.861041,25.111010, 75.861044,25.111029, 75.861049,25.111048, 75.861057,25.111065, 75.861068,25.111065, 75.861068,25.111084, 75.861080,25.111100, 75.861092,25.111116, 75.861105,25.111135, 75.861119,25.111135, 75.861119,25.111156, 75.861135,25.111178, 75.861150,25.111200, 75.861163,25.111223, 75.861177,25.111245, 75.861192,25.111245, 75.861192,25.111268, 75.861208,25.111292, 75.861222,25.111316, 75.861236,25.111341, 75.861249,25.111365, 75.861262,25.111389, 75.861274,25.111411, 75.861287,25.111434, 75.861302,25.111434, 75.861302,25.111480, 75.861337,25.111505, 75.861353,25.111505, 75.861353,25.111530, 75.861367,25.111552, 75.861379,25.111576, 75.861393,25.111602, 75.861410,25.111630, 75.861425,25.111659, 75.861439,25.111659, 75.861439,25.111684, 75.861456,25.111707, 75.861477,25.111731, 75.861498,25.111758, 75.861518,25.111758, 75.861518,25.111788, 75.861534,25.111847, 75.861565,25.111876, 75.861581,25.111905, 75.861596,25.111932, 75.861611,25.111932, 75.861611,25.111954, 75.861622,25.111972, 75.861631,25.111990, 75.861643,25.112006, 75.861655,25.112019, 75.861667,25.112019, 75.861667,25.112036, 75.861679,25.112058, 75.861687,25.112084, 75.861693,25.112111, 75.861700,25.112139, 75.861710,25.112165, 75.861724,25.112165, 75.861724,25.112217, 75.861757,25.112217, 75.861757,25.112244, 75.861771,25.112271, 75.861784,25.112298, 75.861798,25.112326, 75.861812,25.112354, 75.861827,25.112383, 75.861840,25.112412, 75.861855,25.112440, 75.861872,25.112469, 75.861888,25.112499, 75.861903,25.112499, 75.861903,25.112556, 75.861935,25.112583, 75.861950,25.112609, 75.861965,25.112635, 75.861980,25.112662, 75.861994,25.112690, 75.862009,25.112717, 75.862026,25.112745, 75.862043,25.112772, 75.862057,25.112772, 75.862057,25.112799, 75.862072,25.112823, 75.862087,25.112848, 75.862102,25.112873, 75.862116,25.112899, 75.862129,25.112925, 75.862144,25.112976, 75.862175,25.113018, 75.862209,25.113028, 75.862234,25.113029, 75.862261,25.113022, 75.862287,25.113011, 75.862315,25.113002, 75.862343,25.112993, 75.862371,25.112980, 75.862400,25.112965, 75.862427,25.112950, 75.862452,25.112937, 75.862480,25.112922, 75.862508,25.112894, 75.862560,25.112883, 75.862585,25.112872, 75.862611,25.112862, 75.862639,25.112859, 75.862666,25.112857, 75.862694,25.112855, 75.862724,25.112850, 75.862752,25.112844, 75.862781,25.112839, 75.862811,25.112832, 75.862840,25.112824, 75.862866,25.112809, 75.862890,25.112767, 75.862920,25.112767, 75.862920,25.112745, 75.862934,25.112726, 75.862949,25.112692, 75.862986,25.112684, 75.863007,25.112677, 75.863030,25.112671, 75.863051,25.112662, 75.863069,25.112653, 75.863086,25.112663, 75.863114,25.112679, 75.863120,25.112698, 75.863124,25.112724, 75.863119,25.112751, 75.863111,25.112777, 75.863105,25.112807, 75.863100,25.112868, 75.863096,25.112898, 75.863095,25.112928, 75.863095,25.112958, 75.863095,25.113021, 75.863092,25.113052, 75.863093,25.113084, 75.863095,25.113115, 75.863097,25.113174, 75.863091,25.113203, 75.863084,25.113233, 75.863079,25.113295, 75.863076,25.113328, 75.863081,25.113361, 75.863085,25.113393, 75.863088,25.113455, 75.863084,25.113486, 75.863083,25.113546, 75.863081,25.113605, 75.863077,25.113633, 75.863076,25.113660, 75.863073,25.113687, 75.863071,25.113739, 75.863061,25.113762, 75.863047,25.113780, 75.863027,25.113793, 75.863004,25.113813, 75.862957,25.113819, 75.862933,25.113827, 75.862908,25.113838, 75.862879,25.113861, 75.862823,25.113873, 75.862800,25.113885, 75.862778,25.113907, 75.862742,25.113923, 75.862733,25.113944, 75.862731,25.113967, 75.862737,25.114012, 75.862768,25.114033, 75.862787,25.114100, 75.862828,25.114122, 75.862843,25.114144, 75.862860,25.114187, 75.862892,25.114209, 75.862905,25.114231, 75.862918,25.114274, 75.862943,25.114318, 75.862966,25.114341, 75.862977,25.114386, 75.862999,25.114407, 75.863013,25.114426, 75.863063,25.114426, 75.863062,25.114427, 75.863055,25.114428, 75.863051,25.114429, 75.863050,25.114428, 75.863049,25.114397, 75.863044,25.114376, 75.863033,25.114353, 75.863020,25.114308, 75.862984,25.114282, 75.862963,25.114232, 75.862929,25.114206, 75.862912,25.114180, 75.862896,25.114130, 75.862864,25.114078, 75.862831,25.114035, 75.862801,25.114014, 75.862786",images/blockplantation/81e2446c-3c6c-4f17-9c1f-68dd83e6e978.jpg,5000,"Neem,Palash,Gulmohar,Kaner,Peepal,Sheesham",FALSE,2024-09-04 11:02:37.533708+05:30,2024-09-04 11:02:37.533724+05:30,2,28194,25.1094695,75.8621085,30,1,10,812703,127,812703261
