GP_FINAL_C,GP_FINAL,BLOCK_CODE,DISTRICT_C
810804324,Municipal-Gangapur (M),810804,108
810804325,Municipal -Barh Saloda (Rural),810804,108
810804326,Municipal -Saloda (Rural),810804,108
810804010,Ahmadpur (Rural),810804,108
810804020,Amargarh,810804,108
810804030,Baglai,810804,108
810804040,Baman Baroda,810804,108
810804050,Barh Kalan,810804,108
810804060,Baroli,810804,108
810804070,Bucholai,810804,108
810804080,Chooli (Rural),810804,108
810804090,Hingotiya,810804,108
810804100,Hirapur,810804,108
810804110,Jeewli,810804,108
810804120,Khandeep,810804,108
810804130,Khanpur Baroda,810804,108
810804140,Khera Barh Ramgarh,810804,108
810804150,Khoontla Salauna,810804,108
810804160,Kunkata Kalan,810804,108
810804170,Mahanandpur Dyodha,810804,108
810804180,Mahu Kalan,810804,108
810804190,Meena Baroda,810804,108
810804200,Meri,810804,108
810804210,Mohcha,810804,108
810804220,Narayanpur,810804,108
810804230,Naugaon,810804,108
810804240,Paota,810804,108
810804250,Phulwara,810804,108
810804260,Piloda,810804,108
810804270,Raipur,810804,108
810804280,Rendayal Goojar,810804,108
810804290,Salempur,810804,108
810804300,Sewa,810804,108
810804310,Shiwala,810804,108
810804320,Syaroli,810804,108
810804330,Talawara,810804,108
810804340,Toksi,810804,108
810804350,Udai Kalan (Rural),810804,108
810804360,Udai Khurd,810804,108
810804370,Umri,810804,108
810804380,Wazeerpur,810804,108
810805010,Allapur,810805,108
810805020,Aniyala,810805,108
810805030,Axaygarh,810805,108
810805040,Bahrawanda Kalan,810805,108
810805050,Bahrawanda Khurd,810805,108
810805060,Baler,810805,108
810805070,Barnawada,810805,108
810805080,Bhoori Pahari,810805,108
810805090,Bichpuri Gujran,810805,108
810805100,Chhan,810805,108
810805110,Chitara,810805,108
810805120,Daulatpura,810805,108
810805130,Doongri,810805,108
810805140,Dumoda,810805,108
810805150,Gandawar,810805,108
810805160,Goth Bihari,810805,108
810805170,Gothra,810805,108
810805180,Halonda,810805,108
810805190,Khandar,810805,108
810805200,Khandewla,810805,108
810805210,Khidarpur Jadon,810805,108
810805220,Kosra With Chhareth Tod,810805,108
810805230,Kuredi,810805,108
810805240,Kyarda Kalan,810805,108
810805250,Lahsoda,810805,108
810805260,Mai Kalan,810805,108
810805270,Naypur,810805,108
810805280,Pali,810805,108
810805290,Phalodi,810805,108
810805300,Rampura,810805,108
810805310,Redawad,810805,108
810805320,Singor Kalan,810805,108
810805330,Talawara,810805,108
810805340,Todra,810805,108
810806399,Municipal-Sawai Madhopur (M),810806,108
810806400,Municipal -Alanpur (Rural),810806,108
810806401,Municipal -Jatwara Khurd,810806,108
810806402,Municipal -Sawai Madhopur (Rural),810806,108
810806010,Ajnoti,810806,108
810806020,Atoon Kalan,810806,108
810806030,Badolas,810806,108
810806040,Bhadlao,810806,108
810806050,Chakeri,810806,108
810806060,Chharoda,810806,108
810806070,Endwa,810806,108
810806080,Gambhira,810806,108
810806090,Jarawata,810806,108
810806100,Jatwara Kalan,810806,108
810806110,Jeenapur,810806,108
810806120,Karmoda,810806,108
810806130,Khatupura,810806,108
810806140,Khilchipur,810806,108
810806150,Kundera,810806,108
810806160,Lorwara,810806,108
810806170,Makholi,810806,108
810806180,Menpura,810806,108
810806190,Needarda,810806,108
810806200,Olwara,810806,108
810806210,Padana,810806,108
810806220,Ramri,810806,108
810806230,Ranwal,810806,108
810806240,Seloo,810806,108
810806250,Sherpur,810806,108
810806260,Shyampura,810806,108
810806270,Soorwal,810806,108
810806280,Sunari,810806,108
810101431,Municipal Bikaner,810101,101
810101432,Municipal Deshnoke,810101,101
810101010,Ambasar,810101,101
810101020,Badrasar,810101,101
810101030,Bambloo,810101,101
810101040,Barsingsar,810101,101
810101050,Dandoosar,810101,101
810101060,Garhwala,810101,101
810101070,Gusaisar,810101,101
810101080,Hemera,810101,101
810101090,Husangsar,810101,101
810101100,Jaimalsar,810101,101
810101110,Jalalsar,810101,101
810101120,Jalwali,810101,101
810101130,Jamsar,810101,101
810101140,Kalasar,810101,101
810101150,Kanasar,810101,101
810101160,Katariyasar,810101,101
810101170,Kawni,810101,101
810101180,Kesar Desar Jatan,810101,101
810101190,Khara,810101,101
810101200,Kilchoo Deodan,810101,101
810101210,Kolasar,810101,101
810101220,Lalamdesar,810101,101
810101230,Malasar,810101,101
810101240,Moondsar,810101,101
810101250,Nalbari,810101,101
810101260,Napasar,810101,101
810101270,Norang Desar,810101,101
810101280,Palana,810101,101
810101290,Pemasar,810101,101
810101300,Rajera,810101,101
810101310,Ramsar,810101,101
810101320,Ridmalsar Purohitan,810101,101
810101330,Runiya Barawas,810101,101
810101340,Saroopdesar,810101,101
810101350,Seenthal,810101,101
810101360,Serera,810101,101
810101370,Shobhasar,810101,101
810101380,Tejrasar,810101,101
810101390,Udai Ramsar,810101,101
810101400,Udasar,810101,101
810102473,Municipal Dungargarh,810102,101
810102010,Adsar,810102,101
810102020,Badela,810102,101
810102030,Bainisar,810102,101
810102040,Bana,810102,101
810102050,Bapeu,810102,101
810102060,Barjangsar,810102,101
810102070,Beegawas Ramsara,810102,101
810102080,Beejhansar,810102,101
810102090,Bigga,810102,101
810102100,Derajsar,810102,101
810102110,Dhaneru,810102,101
810102120,Dharmas,810102,101
810102130,Dheerdesar Chotiyan,810102,101
810102140,Dulchasar,810102,101
810102150,Dusarna Pandreekji,810102,101
810102160,Gusainsar Bara,810102,101
810102170,Indpalsar Sankhlan,810102,101
810102180,Jaisalsar,810102,101
810102190,Jakhasar,810102,101
810102200,Jalabsar,810102,101
810102210,Jodhasar,810102,101
810102220,Kalyansar Naya,810102,101
810102230,Kitasar Bhatiyan,810102,101
810102240,Lakhasar,810102,101
810102250,Likhma Desar,810102,101
810102260,Likhmisar Dikhnada,810102,101
810102270,Momasar,810102,101
810102280,Pundalsar,810102,101
810102290,Punrasar,810102,101
810102300,Rajedoo,810102,101
810102310,Riri,810102,101
810102320,Samandsar,810102,101
810102330,Sanwatsar,810102,101
810102340,Sattasar,810102,101
810102350,Sheruna,810102,101
810102360,Soniyasar Mithiya,810102,101
810102370,Sudsar,810102,101
810102380,Surjansar,810102,101
810102390,Thukariyasar,810102,101
810102400,Toliyasar,810102,101
810102410,Udrasar,810102,101
810102420,Upni,810102,101
810103010,14 Bd,810103,101
810103020,17 Kyd,810103,101
810103030,2 Kwm,810103,101
810103040,22 Kyd,810103,101
810103050,2Kld,810103,101
810103060,3 Pwm,810103,101
810103070,34 Kyd,810103,101
810103080,5 Kyd,810103,101
810103090,7 Phm,810103,101
810103100,8 Kyd,810103,101
810103110,Aaduri,810103,101
810103120,Amarpura,810103,101
810103130,Anandgarh,810103,101
810103140,Ballar,810103,101
810103150,Beriyawali,810103,101
810103160,Chhataragarh,810103,101
810103170,Daily Talai,810103,101
810103180,Dantaur,810103,101
810103190,Dhandi,810103,101
810103200,Gangajali,810103,101
810103210,Guluwali,810103,101
810103220,Karnisar Bhatiyan,810103,101
810103230,Kharwali,810103,101
810103240,Kundala,810103,101
810103250,Loonkhan,810103,101
810103260,Makeri,810103,101
810103270,Moti Garh,810103,101
810103280,Pahalwan Ka Bera,810103,101
810103290,Poogal,810103,101
810103300,Samdara (Nosera),810103,101
810103310,Satasar,810103,101
810103320,Shiv Nagar,810103,101
810103330,Siyasar Chaugan,810103,101
810103340,Tharoosar,810103,101
810104010,6-8 A.M. (Santosh Nagar),810104,101
810104020,999 Barsalpur,810104,101
810104030,Akasar,810104,101
810104040,Bajju Khalsa,810104,101
810104050,Bangarsar,810104,101
810104060,Barsalpur,810104,101
810104070,Beekampur,810104,101
810104080,Beethnokh,810104,101
810104090,Bhaloori,810104,101
810104100,Bhane Ka Gaon,810104,101
810104110,Bheloo,810104,101
810104120,Bholasar,810104,101
810104130,Bhoorasar,810104,101
810104140,Chandasar,810104,101
810104150,Chani,810104,101
810104160,Charanwala,810104,101
810104170,Dasori,810104,101
810104180,Dewdo Ki Dhani,810104,101
810104190,Diyatara,810104,101
810104200,Gajjewala,810104,101
810104210,Gajner,810104,101
810104220,Gariyala,810104,101
810104230,Girajsar,810104,101
810104240,Godoo,810104,101
810104250,Gogariyawala,810104,101
810104260,Gokal,810104,101
810104270,Gura,810104,101
810105020,Ajeetmana,810105,101
810105030,Arjunsar Station,810105,101
810105040,Baderan,810105,101
810105050,Baladesar,810105,101
810105060,Bamanwali,810105,101
810105070,Bhaderan,810105,101
810105080,Bheekhnera,810105,101
810105090,Chak Jor,810105,101
810105100,Dhani Pandusar,810105,101
810105110,Dheereran,810105,101
810105120,Garabdesar,810105,101
810105130,Gopalyan,810105,101
810105140,Hanseran,810105,101
810105150,Jaitpur,810105,101
810105160,Kaloo,810105,101
810105170,Kankarwala,810105,101
810105180,Kapoorisar,810105,101
810105190,Kelan,810105,101
810105200,Kharbara (3 Dl),810105,101
810105210,Kheenyera,810105,101
810105220,Khokharana,810105,101
810105230,Krishan Nagar,810105,101
810105240,Kujti,810105,101
810105250,Lunkaransar,810105,101
810105260,Mahadeowali,810105,101
810105270,Mahajan,810105,101
810105280,Makrasar,810105,101
810105290,Nathwana,810105,101
810105300,Peepera,810105,101
810105310,Rajasar @ Karnisar,810105,101
810105320,Rajasar Bhatiyan,810105,101
810105330,Rajpura Hudan,810105,101
810105340,Rambagh,810105,101
810105350,Raner Mai Damolai,810105,101
810105360,Rawansar,810105,101
810105370,Rojhan,810105,101
810105380,Sabniyan,810105,101
810105390,Sahajarasar,810105,101
810105400,Sansardesar,810105,101
810105410,Sehniwala,810105,101
810105420,Shekhsar,810105,101
810105430,Sherpura,810105,101
810105440,Sodhwali,810105,101
810105450,Suin,810105,101
810105460,Surnana,810105,101
810106230,Mainsar,810106,101
810106240,Masoori,810106,101
810106250,Morkhana,810106,101
810106260,Mukam,810106,101
810106270,Nokhagaon,810106,101
810106280,Raisar,810106,101
810106290,Rora,810106,101
810106300,Sadhasar,810106,101
810106310,Salundiya,810106,101
810106320,Siniyala,810106,101
810106330,Sinjguroo,810106,101
810106340,Somalsar,810106,101
810106350,Soor Pura,810106,101
810106360,Thawariya,810106,101
810106370,Udsar,810106,101
810107010,Bandhala,810107,101
810107020,Bandhra,810107,101
810107030,Bhadla,810107,101
810107040,Bhamatsar,810107,101
810107050,Chitana,810107,101
810107060,Dawa,810107,101
810107070,Desalsar,810107,101
810107080,Dharnok,810107,101
810107090,Dheengsari,810107,101
810107100,Hansasar,810107,101
810107110,Jaisingh Desar Magra,810107,101
810107120,Jangloo,810107,101
810107130,Jegala Panna Daroga,810107,101
810107140,Kahira,810107,101
810107150,Kakkoo,810107,101
810107160,Kanwlisar,810107,101
810107170,Kisnasar,810107,101
810107180,Koodsoo,810107,101
810107190,Nathoosar,810107,101
810107200,Panchoo,810107,101
810107210,Parwa,810107,101
810107220,Rasisar,810107,101
810107230,Ratriya,810107,101
810107240,Sadhoona,810107,101
810107250,Sainsar,810107,101
810107260,Sarunda,810107,101
810107270,Seelwa,810107,101
810107280,Sobhana,810107,101
810107290,Swaroopsar,810107,101
810107300,Udasar,810107,101
810201715,Municipal Bidasar,810201,102
810201010,Amarsar,810201,102
810201020,Badhsar,810201,102
810201030,Balera,810201,102
810201040,Bamboo,810201,102
810201050,Chadwas,810201,102
810201060,Dhadheru Bhamuwan,810201,102
810201070,Dhani Kalera,810201,102
810201080,Dunkar,810201,102
810201090,Gewarsar,810201,102
810201100,Ghantiyal Bari,810201,102
810201110,Iyara,810201,102
810201120,Jogalsar,810201,102
810201130,Kalyansar,810201,102
810201140,Katar Chhoti,810201,102
810201150,Lalgarh,810201,102
810201160,Luhara,810201,102
810201170,Parewara,810201,102
810201180,Sadoo Chhoti,810201,102
810201190,Sandwa,810201,102
810201200,Ten Desar,810201,102
810201210,Udwala,810201,102
810201220,Untalad,810201,102
810202738,Municipal Churu,810202,102
810202739,Municipal Ratannagar,810202,102
810202010,Asalkheri,810202,102
810202020,Balrasar Athoona,810202,102
810202030,Beenasar,810202,102
810202040,Bhamasi,810202,102
810202050,Boontiya,810202,102
810202060,Chalkoi Baneerotan,810202,102
810202070,Depalsar,810202,102
810202080,Dhadhar,810202,102
810202090,Dhadhariya Baneerotan,810202,102
810202100,Dudhwakhara,810202,102
810202110,Ghanghoo,810202,102
810202120,Ghantel,810202,102
810202130,Indrapura,810202,102
810202140,Jasasar,810202,102
810202150,Jasrasar,810202,102
810202160,Jhariya,810202,102
810202170,Jori Patta Satyun,810202,102
810202180,Karwasar,810202,102
810202190,Khandwa Patta Churu,810202,102
810202200,Khasoli,810202,102
810202210,Kheenwasar,810202,102
810202220,Kotwad Tal,810202,102
810202230,Lakhau,810202,102
810202240,Lalasar Banirotan,810202,102
810202250,Lohsana Bara,810202,102
810202260,Moleesar Bara,810202,102
810202270,Nakrasar,810202,102
810202280,Peetheesar,810202,102
810202290,Ribiya,810202,102
810202300,Sahjoosar,810202,102
810202310,Sahnali Chhoti,810202,102
810202320,Satra,810202,102
810202330,Shyopura,810202,102
810202340,Sirsala,810202,102
810202350,Thailasar,810202,102
810203775,Municipal Rajgarh,810203,102
810203010,Bairasar Chhota,810203,102
810203020,Beenjawas,810203,102
810203030,Bewad,810203,102
810203040,Bhagela,810203,102
810203050,Bhainsali,810203,102
810203060,Bheemsana,810203,102
810203070,Bhuwari,810203,102
810203080,Birmi Khalsa,810203,102
810203090,Chainpura Bara,810203,102
810203100,Chainpura Chhota,810203,102
810203110,Chand Gothi,810203,102
810203120,Dadrewa,810203,102
810203130,Dhandhal Lekhoo,810203,102
810203140,Dhani Bari,810203,102
810203150,Dhani Mauji,810203,102
810203160,Dhanothi Bari,810203,102
810203170,Dhigarla,810203,102
810203180,Dokwa,810203,102
810203190,Galar,810203,102
810203200,Ghanau,810203,102
810203210,Gothyan Bari,810203,102
810203220,Gugalwa,810203,102
810203230,Gulpura,810203,102
810203240,Hameerwas Bara,810203,102
810203250,Jaswantpura,810203,102
810203260,Kalana Tal,810203,102
810203270,Kalri,810203,102
810203280,Kanjan,810203,102
810203290,Khairoo Bari,810203,102
810203300,Khuddi,810203,102
810203310,Khyali,810203,102
810203320,Lakhlan,810203,102
810203330,Lambor Bari,810203,102
810203340,Mahlana Utrada,810203,102
810203350,Mundi Tal,810203,102
810203360,Naurangpura,810203,102
810203370,Nawan,810203,102
810203380,Neema,810203,102
810203390,Neshal,810203,102
810203400,Noohand,810203,102
810203410,Nyagal Chhoti,810203,102
810203420,Paharsar,810203,102
810203430,Ragha Bari,810203,102
810203440,Ragha Chhoti,810203,102
810203450,Rampura,810203,102
810203460,Ramsara Tal,810203,102
810203470,Ratanpura,810203,102
810203480,Sankhan Tal,810203,102
810203490,Sankhoo,810203,102
810203500,Seowa,810203,102
810203510,Sidhmukh,810203,102
810203520,Sulkhaniya Chhota,810203,102
810203530,Suratpura,810203,102
810203540,Tamba Kheri,810203,102
810203550,Thirpali Bari,810203,102
810203560,Vijaypura,810203,102
810204832,Municipal Rajaldesar,810204,102
810204833,Municipal Ratangarh,810204,102
810204010,Alsar,810204,102
810204020,Bachchharara Bara,810204,102
810204030,Beeramsar,810204,102
810204040,Bhanuda Bidawatan,810204,102
810204050,Bharpalsar Ladkhaniya,810204,102
810204060,Bhukhredi,810204,102
810204070,Binadesar Bidawatan,810204,102
810204080,Daudsar,810204,102
810204090,Gogasar,810204,102
810204100,Golsar,810204,102
810204110,Gorisar,810204,102
810204120,Jandwa,810204,102
810204130,Kangar,810204,102
810204140,Kanwari,810204,102
810204150,Kusum Desar,810204,102
810204160,Lachharsar,810204,102
810204170,Ladhasar,810204,102
810204180,Loha,810204,102
810204190,Loonchh,810204,102
810204200,Meloosar,810204,102
810204210,Menasar,810204,102
810204220,Nausariya,810204,102
810204230,Noonwa,810204,102
810204240,Pabusar,810204,102
810204250,Parihara,810204,102
810204260,Parsaneu,810204,102
810204270,Ratansara,810204,102
810204280,Ratnadesar,810204,102
810204290,Sangasar,810204,102
810204300,Seetsar,810204,102
810204310,Sikrali,810204,102
810204320,Simsiya Bidawatan,810204,102
810204330,Tidiyasar,810204,102
810205867,Municipal Sardarshahar,810205,102
810205010,Adsisar,810205,102
810205020,Ajeetsar,810205,102
810205030,Aspalsar Bara,810205,102
810205040,Bandhnau Utrada,810205,102
810205050,Bayla,810205,102
810205060,Beekamsara,810205,102
810205070,Bejasar,810205,102
810205080,Bhadasar Dikhnada,810205,102
810205090,Bhanipura,810205,102
810205100,Bhojasar Chhota,810205,102
810205110,Bhojoosar Upadhiyan,810205,102
810205120,Bilyoobas Rampura,810205,102
810205130,Boghera,810205,102
810205140,Bukansar Bara,810205,102
810205150,Bukansar Chhota,810205,102
810205160,Dalman,810205,102
810205170,Derajsar,810205,102
810205180,Dhani Pachera,810205,102
810205190,Dulrasar,810205,102
810205200,Hariyasar Gharsotan,810205,102
810205210,Jaisangsar,810205,102
810205220,Jaitasar,810205,102
810205230,Jaitsisar,810205,102
810205240,Jeewan Desar,810205,102
810205250,Kaklasar,810205,102
810205260,Kalyanpura Purohitan,810205,102
810205270,Keekasar,810205,102
810205280,Kheenwansar,810205,102
810205290,Malaksar,810205,102
810205300,Malsar,810205,102
810205310,Mehrasar Chachera,810205,102
810205320,Mehrasar Upadhiyan,810205,102
810205330,Mehri Rajviyan,810205,102
810205340,Melusar,810205,102
810205350,Nainasar,810205,102
810205360,Phogabas Bharthari,810205,102
810205370,Pichakarae Tal,810205,102
810205380,Pulasar,810205,102
810205390,Raipura,810205,102
810205400,Rajasar Beekan,810205,102
810205410,Ramsisar Bhedwaliya,810205,102
810205420,Rangaisar,810205,102
810205430,Ransisar,810205,102
810205440,Ratoosar,810205,102
810205450,Rooplisar,810205,102
810205460,Sadasar,810205,102
810205470,Sawai Bari,810205,102
810205480,Shimla,810205,102
810205490,Tolasar,810205,102
810205500,Udsar Lodera,810205,102
810206918,Municipal Bidasar,810206,102
810206919,Municipal Chhapar,810206,102
810206920,Municipal Sujangarh,810206,102
810206010,Abasar,810206,102
810206020,Baghsara Athuna,810206,102
810206030,Barabar,810206,102
810206040,Bhanisar Tejsinghotan,810206,102
810206050,Bhaseena,810206,102
810206060,Bheenwsar,810206,102
810206070,Bobasar Bidawatan,810206,102
810206080,Charla,810206,102
810206090,Gopalpura,810206,102
810206100,Gudabari,810206,102
810206110,Guleriya,810206,102
810206120,Harasar,810206,102
810206130,Jaitasar,810206,102
810206140,Jeeli,810206,102
810206150,Jogliya,810206,102
810206160,Kanoota,810206,102
810206170,Khariya Kaniram,810206,102
810206180,Khuri,810206,102
810206190,Lodsar,810206,102
810206200,Malasi,810206,102
810206210,Malsisar,810206,102
810206220,Mundra,810206,102
810206230,Murdakiya,810206,102
810206240,Norangsar,810206,102
810206250,Rajiyasar Meetha,810206,102
810206260,Randhisar,810206,102
810206270,Salasar,810206,102
810206280,Sarothiya,810206,102
810206290,Shobhasar,810206,102
810207950,Municipal Taranagar (M),810207,102
810207010,Alayla,810207,102
810207020,Anandsinghpura,810207,102
810207030,Baniyala,810207,102
810207040,Banya,810207,102
810207050,Bhaleri,810207,102
810207060,Bhanin,810207,102
809901010,1 Lsm (Banda Colony),809901,99
809901020,11 P (Patroda),809901,99
809901030,12 Nd,809901,99
809901040,12H (Hishyamaki),809901,99
809901050,14 Apd (Kamraniya),809901,99
809901060,15 A,809901,99
809901070,18 P,809901,99
809901080,2 Pgm,809901,99
809901090,20 Lm,809901,99
809901100,21 Sjm (Khokhrawali),809901,99
809901110,22 A,809901,99
809901120,27 A,809901,99
809901130,3 Nd,809901,99
809901140,30 Apd,809901,99
809901150,4 Ksm(Banda)(Sirajsar),809901,99
809901160,4 Lm,809901,99
809901170,4 Sps(Salempura),809901,99
809901180,54 Gb,809901,99
809901190,59 Gb (Ramsingpur),809901,99
809901200,6 P,809901,99
809901210,61 Gb,809901,99
809901220,65 Gb,809901,99
809901230,7 Sjm,809901,99
809901240,72 Gb,809901,99
809901250,74 Gb,809901,99
809901260,78 Gb,809901,99
809901270,8 K-B,809901,99
809901280,9 Lm,809901,99
809901290,90 Gb,809901,99
809902999,Municipal Ganganagar (M),809902,99
809902010,10 Z,809902,99
809902020,13 G Chhoti,809902,99
809902030,18 Z,809902,99
809902040,27 Gg,809902,99
809902050,2Ml,809902,99
809902060,3 C Chhoti,809902,99
809902070,3 E Village (Ct),809902,99
809902080,3 H Chhoti,809902,99
809902090,3 Y,809902,99
809902100,4 Hh (Mahiawali),809902,99
809902110,4 Ll (Dheegawali),809902,99
809902120,4 Z,809902,99
809902130,4Ml,809902,99
809902140,5 Ll,809902,99
809902150,5E (Rural),809902,99
809902160,8 Hh,809902,99
809902170,9 Ml Lathanwali,809902,99
809902180,9 Z,809902,99
809902190,Bakhtana (11 Q),809902,99
809902200,Burzwali (21 Gg),809902,99
809902210,Chunawarh (30 Gg),809902,99
809902220,Dolatpura (3 Q),809902,99
809902230,Dullapur Kere (5 D),809902,99
809902240,Govindpura (18 Gg),809902,99
809902250,Hindumalkot (7 B),809902,99
809902260,Hirnawali (18 Ml),809902,99
809902270,Jodhewala (28 Gg),809902,99
809902280,Kaliya (3 G),809902,99
809902290,Khawat Labana (2 F),809902,99
809902300,Khayaliwala (11 Lnp),809902,99
809902310,Koni (5 P),809902,99
809902320,Kotha (2 B),809902,99
809902330,Kundlwali (6 Lnp),809902,99
809902340,Madenra (7 D),809902,99
809902350,Mateeli Rathan (15 F),809902,99
809902360,Mirjewala (12 F),809902,99
809902370,Mohanpura (8 Y),809902,99
809902380,Netewala,809902,99
809902390,Orki (4 C),809902,99
809902400,Pakki (4 B),809902,99
809902410,Rohirawali (2 P),809902,99
809902420,Sadhuwali (1 D),809902,99
809902430,Saharanwali (5 G),809902,99
809902440,Sahib Singh Wala,809902,99
809902450,Sahuwala (3 F),809902,99
809902460,Sangatpura (8 H),809902,99
809902470,Shivpur (1 F),809902,99
809902480,Tatarsar,809902,99
809903010,1 Mlk-C,809903,99
809903020,1 Skm,809903,99
809903030,10 Dol,809903,99
809903040,10 Kd (Ravla Gaon),809903,99
809903050,12 Knd,809903,99
809903060,12 Mld-A,809903,99
809903070,13 Dol,809903,99
809903080,13 Md,809903,99
809903090,17 Knd A (Khanuwali),809903,99
809903100,17 Md-A,809903,99
809903110,19 Gd,809903,99
809903120,2 Gd-B,809903,99
809903130,2 Gm,809903,99
809903140,2 Kld (365 Head),809903,99
809903150,2 Km (Jeevandesar),809903,99
809903160,2 Mgm-B (Rojari),809903,99
809903170,2 Mld-A,809903,99
809903180,2 Str,809903,99
809903190,22 Rjd,809903,99
809903200,24As-C (Nai Gharsana Mandi),809903,99
809903210,2Rkm (Kundal),809903,99
809903220,3 Kd-A,809903,99
809903230,"3,4 Rsm",809903,99
809903240,4 Kpd,809903,99
809903250,5 Mld-A,809903,99
809903260,5 Psd,809903,99
809903270,6 Dd,809903,99
809903280,6 Zwm,809903,99
809903290,6Skm,809903,99
809903300,7 Knd-A,809903,99
809903310,7Mld,809903,99
809903320,8 Knd-B,809903,99
809903330,8 Psdb (Ravla Mandi),809903,99
809903340,9 Md (Satrana),809903,99
809903350,9 Psd-A,809903,99
809904094,Municipal Karanpur (M),809904,99
809904095,Municipal Kesrisinghpur (M),809904,99
809904010,10 O (Tejawala),809904,99
809904020,12 H Mohlan,809904,99
809904030,13 Ff (Manaksar),809904,99
809904040,14 Ff,809904,99
809904050,14 S (Majhiwala),809904,99
809904060,15 O,809904,99
809904070,2 Fc (Mukan),809904,99
809904080,2 Ffa,809904,99
809904090,2 M Phusewala,809904,99
809904100,2 Mm Dhariganwali,809904,99
809904110,2 W (Gurusar),809904,99
809904120,2 X,809904,99
809904130,25 F (Gulabeywala),809904,99
809904140,25 H (Dalpatsinghpur),809904,99
809904150,27 F Kaminpura,809904,99
809904160,3 O,809904,99
809904170,32 F Arayan,809904,99
809904180,36 H Naggi,809904,99
809904190,42 H,809904,99
809904200,43 Gg (Kharla),809904,99
809904210,46 F Moudan,809904,99
809904220,48 Gg (Srinagar),809904,99
809904230,50 F (Rupnagar),809904,99
809904240,52 Gg (Gulabewala),809904,99
809904250,56 F,809904,99
809904260,6 Fa (Radewala),809904,99
809904270,6 V Dhanoor,809904,99
809904280,61 F,809904,99
809904290,7 S 1 (Kikarwali),809904,99
809904300,8 V,809904,99
809904310,9 Fa (Majhiwala),809904,99
809904320,9 Ff (Badopal),809904,99
809904330,Malkana Kalan,809904,99
809904340,Malkanakhurad,809904,99
809904350,Tiba Motasar Khooni,809904,99
809905131,Municipal Gajsinghpur,809905,99
809905132,Municipal Padampur,809905,99
809905010,1 Eea-Ii (Ghamoodwali),809905,99
809905020,1 Ps,809905,99
809905030,11 Eea,809905,99
809905040,16 Bb,809905,99
809905050,19 Bb,809905,99
809905060,20 Bb,809905,99
809905070,23 Bb,809905,99
809905080,27 Gg (Ghudhduwala),809905,99
809905090,3 Eea (Farsewala),809905,99
809905100,3 Rb-A,809905,99
809905110,31 Rb (Faqirwali),809905,99
809905120,34 Lnp,809905,99
809905130,35 Bb,809905,99
809905140,39 Rb,809905,99
809905150,4 Bb,809905,99
809905160,4 Dd (Delwa),809905,99
809905170,4 Jj,809905,99
809905180,4 Nn (Chanana),809905,99
809905190,46 Rb (Rajpura),809905,99
809905200,5 Bb-A,809905,99
809905210,5 Kk,809905,99
809905220,51 Rb (Tamkot),809905,99
809905230,52 Lnp (Manjhuwas),809905,99
809905240,54 Lnp,809905,99
809905250,6 Rb (Jaloki),809905,99
809905260,69 Lnp,809905,99
809905270,7 Dd,809905,99
809905280,75 Lnp (Ratanpura),809905,99
809905290,8 Nn,809905,99
809905300,83 Lnp (Jodkiya),809905,99
809905310,9 Bb (Ratewala),809905,99
809905320,Binjh Bayala,809905,99
809905330,Jiwandesar,809905,99
809905340,Narsinghpura,809905,99
809905350,Ridmalsar Barani,809905,99
809905360,Sawantsar,809905,99
809906169,Municipal Raisinghnagar,809906,99
809906010,1 Mk-B (Udsar),809906,99
809906020,1 Nzp-A (Bajuwala),809906,99
809906030,10 Tk,809906,99
809906040,11 Tk,809906,99
809906050,12 Nrd (Bishanpura Sigdan),809906,99
809906060,13 Sad (Satjanda),809906,99
809906070,13 Tk (Jagatsinghwala),809906,99
809906080,15 Ptd-A (Sameja),809906,99
809906090,16 Ps,809906,99
809906100,2 Iwm (Sardarpurabika),809906,99
809906110,21/23 Np (Thandi),809906,99
809906120,22 Ps,809906,99
809906130,22 Ptd-B,809906,99
809906140,23 Rb (Sangrana),809906,99
809906150,27 Ps (Likhmewala),809906,99
809906160,3 Ffb (Thadewala),809906,99
809906170,3 Mk,809906,99
809906180,30 Ps-A (Bishanpura),809906,99
809906190,32 Ps-A (Sanwantsar),809906,99
809906200,36 Np (Nanuwala),809906,99
809906210,4 Sad (Malsar),809906,99
809906220,43 Ps,809906,99
809906230,48 Np (Bagicha),809906,99
809906240,5 Np (Dabala Khurd),809906,99
809906250,5 Tk,809906,99
809906260,56 Rb (Ganguwala),809906,99
809906270,59 Np (Shayamgarh),809906,99
809906280,6 Fd (Khyaliwala),809906,99
809906290,6 Jkm,809906,99
809906300,6 Lpm,809906,99
809906310,60 Rb (Kikarwali),809906,99
809906320,66 Rb,809906,99
809906330,68 Np,809906,99
809906340,7 Ps,809906,99
809906350,71 Rb,809906,99
809906360,75 Np,809906,99
809906370,78 Rb (Fojuwala),809906,99
809906380,79 Rb-B (Bhadawawala),809906,99
809906390,84 Rb-B (Lakhahakam),809906,99
809906400,9/10  Ksd (Mohkamwala),809906,99
809906410,Bhompura,809906,99
809906420,Kararwali,809906,99
809906430,Khata,809906,99
809906440,Lalgarh Vishnoiyan (4 Ffb),809906,99
809906450,Luhara,809906,99
809906460,Mukalawa,809906,99
809906470,Thakari,809906,99
809907217,Municipal Sadulshahar,809907,99
809907010,10 Sds (Khatsajawar),809907,99
