GP_FINAL_C,GP_FINAL,BLOCK_CODE,DISTRICT_C
811901010,Ankauriya,811901,119
811901020,Arain,811901,119
811901030,Barol,811901,119
811901040,Bhagwantpura,811901,119
811901050,Bhambholao,811901,119
811901060,Bhogadeet,811901,119
811901070,Borada,811901,119
811901080,Dabrela,811901,119
811901090,Dadiya,811901,119
811901100,Deopuri,811901,119
811901110,Dhasook,811901,119
811901120,Gothiyana,811901,119
811901130,Jheerota,811901,119
811901140,Kalanada,811901,119
811901150,Kasheer,811901,119
811901160,Katsoora,811901,119
811901170,Lamba,811901,119
811901180,Mandawariya,811901,119
811901190,Manoharpura,811901,119
811901200,Sandoliya,811901,119
811901210,Sinroj,811901,119
811902010,Bandanwara,811902,119
811902020,Bargaon (Surkhand),811902,119
811902030,Barli,811902,119
811902040,Bhinay,811902,119
811902050,Boobkiya,811902,119
811902060,Chapaneri,811902,119
811902070,Chhachhundra,811902,119
811902080,Deoliya Kalan,811902,119
811902090,Dhantol,811902,119
811902100,Ekalseenga,811902,119
811902110,Gurha Khurd,811902,119
811902120,Kanai Kalan,811902,119
811902130,Karati,811902,119
811902140,Kerot,811902,119
811902150,Kumhariya,811902,119
811902160,Lamgara,811902,119
811902170,Nagola,811902,119
811902180,Nandsi,811902,119
811902190,Padaliya (Bhinay),811902,119
811902200,Padanga,811902,119
811902210,Ratakot,811902,119
811902220,Reechhmal @ Rammaliya,811902,119
811902230,Singhawal,811902,119
811902240,Sobri,811902,119
81190347,Municipal - Beawar (M Cl),811903,119
81190348,Municipal - Chhavani Pared,811903,119
81190349,Municipal - Dolatgarh Singha,811903,119
81190350,Municipal - Narsinghpura,811903,119
81190351,Municipal - Sedariya,811903,119
81190352,Municipal - Shahapura Bicharli,811903,119
811903010,Asan(Khera Kalan),811903,119
811903020,Ateetmand,811903,119
811903030,Balar,811903,119
811903040,Bamanhera,811903,119
811903050,Banjari,811903,119
811903060,Bar Kochara,811903,119
811903070,Barakhan,811903,119
811903080,Beawar Khas,811903,119
811903090,Delwara,811903,119
811903100,Dewata,811903,119
811903110,Durgawas,811903,119
811903120,Gohana,811903,119
811903130,Jaliya-I,811903,119
811903140,Jawaja,811903,119
811903150,Kabra,811903,119
811903160,Khera Kalan,811903,119
811903170,Kishanpura,811903,119
811903180,Kotra,811903,119
811903190,Lotiyana,811903,119
811903200,Malaton Ki Ber,811903,119
811903210,Malpura (Kaliyawas),811903,119
811903220,Mediya (Naya Nagar),811903,119
811903230,Nai Kalan,811903,119
811903240,Narbad Khera,811903,119
811903250,Noondri Maldeo (Rural),811903,119
811903260,Noondri Medratan,811903,119
811903270,Rajiyawas,811903,119
811903280,Rawatmal,811903,119
811903290,Roopnagar,811903,119
811903300,Sarmaliya,811903,119
811903310,Sarveena,811903,119
811903320,Suhawa,811903,119
811903330,Suradiya,811903,119
811903340,Surajpura (Lotiyana),811903,119
811903350,Taragarh,811903,119
811903360,Tatgarh,811903,119
81190489,Municipal - Kekri,811904,119
811904010,Aloli,811904,119
811904020,Baghera,811904,119
811904030,Bajta,811904,119
811904040,Bharai,811904,119
811904050,Bheemrawas,811904,119
811904060,Cheetiwas,811904,119
811904070,Chosla,811904,119
811904080,Deogaon,811904,119
811904090,Dhoondhari,811904,119
811904100,Ghatiyali,811904,119
811904110,Girwarpura,811904,119
811904120,Gordha,811904,119
811904130,Gulgaon,811904,119
811904140,Jooniya,811904,119
811904150,Kadera,811904,119
811904160,Kalera Krishna Gopal,811904,119
811904170,Kanoj,811904,119
811904180,Khawas,811904,119
811904190,Kushayata,811904,119
811904200,Lasadiya,811904,119
811904210,Mehroo Kalan,811904,119
811904220,Meoda Kalan,811904,119
811904230,Molkiya,811904,119
811904240,Para,811904,119
811904250,Peeplaj,811904,119
811904260,Pranhera,811904,119
811904270,Sadari,811904,119
811904280,Salari,811904,119
811904290,Sarsari,811904,119
811904300,Sawar,811904,119
811904310,Tankawas,811904,119
811905121,Municipal - Dhani Deomand,811905,119
811905122,Municipal - Dhani Purohitan,811905,119
811905123,Municipal - Dhani Rathoran,811905,119
811905124,Municipal - Kishangarh,811905,119
811905010,Amarpura,811905,119
811905020,Bandar Seendri,811905,119
811905030,Barna,811905,119
811905040,Bhadoon,811905,119
811905050,Buharoo,811905,119
811905060,Deendwara,811905,119
811905070,Harmara,811905,119
811905080,Jajota,811905,119
811905090,Kadha,811905,119
811905100,Karkeri,811905,119
811905110,Khatoli,811905,119
811905120,Kotri,811905,119
811905130,Kucheel,811905,119
811905140,Naloo,811905,119
811905150,Nawa,811905,119
811905160,Nosal,811905,119
811905170,Paner,811905,119
811905180,Patan,811905,119
811905190,Peenglod,811905,119
811905200,Ralawatan,811905,119
811905210,Roopangarh,811905,119
811905220,Salemabad,811905,119
811905230,Sar Gaon,811905,119
811905240,Silora,811905,119
811905250,Sinodiya,811905,119
811905260,Sursura,811905,119
811905270,Thal,811905,119
811905280,Tikawara,811905,119
811905290,Tiloniya,811905,119
811905300,Tyod,811905,119
811906155,Municipal - Keloo,811906,119
811906156,Municipal - Vijainagar (M),811906,119
811906010,Andhi Deori,811906,119
811906020,Baral,811906,119
811906030,Bari,811906,119
811906040,Begaliyawas,811906,119
811906050,Daulatpura (Santhana),811906,119
811906060,Daulatpura-Ii,811906,119
811906070,Deomali,811906,119
811906080,Deopura,811906,119
811906090,Dewas,811906,119
811906100,Dhola Danta,811906,119
811906110,Hanootiya,811906,119
811906120,Harrajpura,811906,119
811906130,Jaliya Ii,811906,119
811906140,Jamola,811906,119
811906150,Jeewana,811906,119
811906160,Jhank,811906,119
811906170,Kana Khera,811906,119
811906180,Kharwa,811906,119
811906190,Kirap,811906,119
811906200,Lodiyana,811906,119
811906210,Loolwa,811906,119
811906220,Masooda,811906,119
811906230,Mayla,811906,119
811906240,Moyana,811906,119
811906250,Nadi,811906,119
811906260,Nandwara,811906,119
811906270,Naya Gaon,811906,119
811906280,Peeplaj,811906,119
811906290,Ramgarh,811906,119
811906300,Satawariya,811906,119
811906310,Sathana,811906,119
811906320,Shergarh,811906,119
811906330,Shyam Garh,811906,119
811906340,Sikhrani,811906,119
811907191,Municipal - Ajmer (M Corp.) Ward No.-0037,811907,119
811907192,Municipal - Bargaon,811907,119
811907193,Municipal - Nasirabad (Cb) Ward No.-0003,811907,119
811907194,Municipal - Pushkar (M),811907,119
811907010,Baghsuri,811907,119
811907020,Bhagwanpura,811907,119
811907030,Bhanwta,811907,119
811907040,Bhatsoori,811907,119
811907050,Bhawani Khera,811907,119
811907060,Bidkachiyawas,811907,119
811907070,Bithoor,811907,119
811907080,Budhwara,811907,119
811907090,Dantra,811907,119
811907100,Daurai (Rural),811907,119
811907110,Deo Nagar,811907,119
811907120,Dodiyana,811907,119
811907130,Doomara,811907,119
811907140,Ganahera,811907,119
811907150,Gola,811907,119
811907160,Govindgarh,811907,119
811907170,Hatoondi,811907,119
811907180,Jaswantpura,811907,119
811907190,Jethana,811907,119
811907200,Kadel,811907,119
811907210,Kalesara,811907,119
811907220,Kanas,811907,119
811907230,Karnos,811907,119
811907240,Kesharpura,811907,119
811907250,Khori,811907,119
811907260,Lamana,811907,119
811907270,Leeri,811907,119
811907280,Makrera,811907,119
811907290,Mangaliyawas,811907,119
811907300,Miyapur,811907,119
811907310,Nagelao,811907,119
811907320,Nand,811907,119
811907330,Nandla,811907,119
811907340,Nyara,811907,119
811907350,Pagara,811907,119
811907360,Peesangan,811907,119
811907370,Picholiya,811907,119
811907380,Rajgarh,811907,119
811907390,Rajosi,811907,119
811907400,Rampura Dabla,811907,119
811907410,Saradhana,811907,119
811907420,Somalpur,811907,119
811907430,Tabeeji (Rural),811907,119
811907440,Tilora,811907,119
811908239,Municipal - Sarwar (M),811908,119
811908010,Ajgara,811908,119
811908020,Bhagwanpura,811908,119
811908030,Birla,811908,119
811908040,Fatehgarh,811908,119
811908050,Goyla,811908,119
811908060,Harpura,811908,119
811908070,Hingoniyan,811908,119
811908080,Jotayan,811908,119
811908090,Kebaniya,811908,119
811908100,Kheeriya,811908,119
811908110,Lallai,811908,119
811908120,Rampali,811908,119
811908130,Sapla,811908,119
811908140,Sarana,811908,119
811908150,Satolao,811908,119
811908160,Shergarh,811908,119
811908170,Shokaliya,811908,119
811908180,Soonpa,811908,119
811908190,Syar,811908,119
811908200,Tantoti,811908,119
811909010,Ajaysar,811909,119
811909020,Aradka,811909,119
811909030,Babayacha,811909,119
811909040,Badlya,811909,119
811909050,Beer,811909,119
811909060,Bhatiyani,811909,119
811909070,Bhoodol,811909,119
811909080,Bubani,811909,119
811909090,Chachiyawas,811909,119
811909100,Danta,811909,119
811909110,Derathoo,811909,119
811909120,Dhal,811909,119
811909130,Dilwara,811909,119
811909140,Gagwana,811909,119
811909150,Gegal,811909,119
811909160,Ghooghra,811909,119
811909170,Godiyawas,811909,119
811909180,Hathi Khera,811909,119
811909190,Jharwasa,811909,119
811909200,Kana Kheri,811909,119
811909210,Kanpura,811909,119
811909220,Kayampura,811909,119
811909230,Lavera,811909,119
811909240,Loharwara,811909,119
811909250,Makarwali,811909,119
811909260,Maoshiya,811909,119
811909270,Nareli,811909,119
811909280,Narwar,811909,119
811909290,Oontra,811909,119
811909300,Palra,811909,119
811909310,Pharkiya,811909,119
811909320,Ramner Dhani,811909,119
811909330,Ramsar,811909,119
811909340,Rasoolpura,811909,119
811909350,Samproda,811909,119
811909360,Sanod,811909,119
811909370,Sedariya,811909,119
811909380,Srinagar,811909,119
811909390,Tihari,811909,119
811909400,Tilana,811909,119
812201999,Municipal - Asind,812201,122
812201010,Aamesar,812201,122
812201020,Akarsada,812201,122
812201030,Antali,812201,122
812201040,B.K. Sareri,812201,122
812201050,Badnor,812201,122
812201060,Bajunda,812201,122
812201070,Barana,812201,122
812201080,Barsani,812201,122
812201090,Bhadsi,812201,122
812201100,Bhojpura,812201,122
812201110,Borela,812201,122
812201120,Chainpura,812201,122
812201130,Chatarpura,812201,122
812201140,Dantra,812201,122
812201150,Darawat,812201,122
812201160,Daulat Garh,812201,122
812201170,Ganglas,812201,122
812201180,Iras,812201,122
812201190,Jagpura,812201,122
812201200,Jaitgarh,812201,122
812201210,Jhalriya,812201,122
812201220,Jindras,812201,122
812201230,Kaliyas,812201,122
812201240,Kanwlas,812201,122
812201250,Karjaliya,812201,122
812201260,Katar,812201,122
812201270,Lachhura,812201,122
812201280,Mod Ka Nimbahera,812201,122
812201290,Mogar,812201,122
812201300,Motipur,812201,122
812201310,Motras,812201,122
812201320,Negdiya,812201,122
812201330,Ojhiyana,812201,122
812201340,Paldi,812201,122
812201350,Para,812201,122
812201360,Parasoli,812201,122
812201370,Patan,812201,122
812201380,Raghunathpura,812201,122
812201390,Rampura,812201,122
812201400,Ratanpura (Bhadsi),812201,122
812201410,Ratanpura(Lachura),812201,122
812201420,Rooppura,812201,122
812201430,Sangram Garh,812201,122
812201440,Shambhugarh,812201,122
812201450,Tiloli,812201,122
812202010,Babrana,812202,122
812202020,Baldarkha,812202,122
812202030,Balesariya,812202,122
812202040,Bamniya,812202,122
812202050,Banera,812202,122
812202060,Baran,812202,122
812202070,Beran,812202,122
812202080,Chamanpura,812202,122
812202090,Dabla,812202,122
812202100,Gharta,812202,122
812202110,Kankoliya,812202,122
812202120,Kasoriya,812202,122
812202130,Kherliya,812202,122
812202140,Kundiya Kalan,812202,122
812202150,Lambia Kalan,812202,122
812202160,Lambia Khurd,812202,122
812202170,Mahuwa Khurd,812202,122
812202180,Mengras,812202,122
812202190,Mushi,812202,122
812202200,Nimbahera Kalan,812202,122
812202210,Rakshi,812202,122
812202220,Rayla,812202,122
812202230,Roopaheli Khurd,812202,122
812202240,Salriya Kalan,812202,122
812202250,Sardarnagar,812202,122
812202260,Upreda,812202,122
812203010,Aroli,812203,122
812203020,Beejoliya Kalan (Ct) Ward No.-0001,812203,122
812203030,Bhopatpura,812203,122
812203040,Bijoliyan Khurd,812203,122
812203050,Chandji Ki Kheri,812203,122
812203060,Gopalpura,812203,122
812203070,Gudha,812203,122
812203080,Jalindri,812203,122
812203090,Kasya,812203,122
812203100,Makreri,812203,122
812203110,Mal Ka Khera,812203,122
812203120,Mangtala,812203,122
812203130,Nayanagar,812203,122
812203140,Sadaramji Ka Khera,812203,122
812203150,Salawatiya,812203,122
812203160,Shyampura,812203,122
812203170,Sukhpura,812203,122
812203180,Tharoda,812203,122
812203190,Tilaswan,812203,122
812203200,Umaji Ka Khera,812203,122
812203210,Veekam Pura,812203,122
812204010,Agoocha,812204,122
812204020,Barantiya,812204,122
812204030,Barla,812204,122
812204040,Bhojras,812204,122
812204050,Dantra,812204,122
812204060,Gagera,812204,122
812204070,Garhwalon Ka Khera,812204,122
812204080,Gulabpura,812204,122
812204090,Hurda,812204,122
812204100,Jalampura,812204,122
812204110,Kaniya,812204,122
812204120,Kanwaliyas,812204,122
812204130,Khejri,812204,122
812204140,Kotri,812204,122
812204150,Lamba,812204,122
812204160,Phalamada,812204,122
812204170,Roopaheli,812204,122
812204180,Sareri,812204,122
812204190,Sodar,812204,122
812204200,Taswariya,812204,122
812204210,Tonkarwad,812204,122
812204220,Ukhaliya,812204,122
812205415,Municipal-Jahazpur (M),812205,122
812205416,Municipal - Bhakto Ki Jhupdiya,812205,122
812205417,Municipal - Bindhyabhata,812205,122
812205418,Municipal - Borani,812205,122
812205419,Municipal - Laxmipura-Ii,812205,122
812205420,Municipal - Pancha Ka Bada,812205,122
812205421,Municipal - Sahela Data,812205,122
812205010,Amalda,812205,122
812205020,Amargarh,812205,122
812205030,Amarwasi,812205,122
812205040,Bagoodar,812205,122
812205050,Bankra,812205,122
812205060,Baori,812205,122
812205070,Baroda,812205,122
812205080,Bei,812205,122
812205090,Bhagunagar,812205,122
812205100,Bharni Kalan,812205,122
812205110,Bihara,812205,122
812205120,Biletha,812205,122
812205130,Dhor,812205,122
812205140,Dhunwala,812205,122
812205150,Gadoli,812205,122
812205160,Gandher,812205,122
812205170,Gangithala,812205,122
812205180,Gurha,812205,122
812205190,Intunda,812205,122
812205200,Jamoli,812205,122
812205210,Khajoori,812205,122
812205220,Kishangarh,812205,122
812205230,Kuchalwara Kalan,812205,122
812205240,Kuradiya,812205,122
812205250,Luhari Kalan,812205,122
812205260,Manoharpura,812205,122
812205270,Pander,812205,122
812205280,Peeploond,812205,122
812205290,Phalasiya,812205,122
812205300,Rawat Khera,812205,122
812205310,Ropan,812205,122
812205320,Sarsiya,812205,122
812205330,Shakar Garh,812205,122
812205340,Teekar,812205,122
812205350,Teethoda,812205,122
812205360,Teetori,812205,122
812205370,Ulela,812205,122
812205380,Uncha,812205,122
812206010,Aama,812206,122
812206020,Aasop,812206,122
812206030,Akola,812206,122
812206040,Ban Ka Khera,812206,122
812206050,Barla,812206,122
812206060,Barliyas,812206,122
812206070,Birdhol,812206,122
812206080,Bishniya,812206,122
812206090,Borda,812206,122
812206100,Chhapdel,812206,122
812206110,Dantra,812206,122
812206120,Gega Ka Khera,812206,122
812206130,Gehuli,812206,122
812206140,Gendliya,812206,122
812206150,Jawal,812206,122
812206160,Jeewa Ka Khera,812206,122
812206170,Kakroliya Ghati,812206,122
812206180,Kanti,812206,122
812206190,Kishangarh,812206,122
812206200,Kothaj,812206,122
812206210,Kotri,812206,122
812206220,Lasariya,812206,122
812206230,Mansha,812206,122
812206240,Nandrai,812206,122
812206250,Paroli,812206,122
812206260,Raser,812206,122
812206270,Redwas,812206,122
812206280,Reeth,812206,122
812206290,Sankhra,812206,122
812206300,Satola Ka Khera,812206,122
812206310,Sawaipur,812206,122
812206320,Suthepa,812206,122
812206330,Udliyas,812206,122
812207010,Almas,812207,122
812207020,Amargarh,812207,122
812207030,Amdala,812207,122
812207040,Bagor,812207,122
812207050,Baolas,812207,122
812207060,Bavri,812207,122
812207070,Bemali,812207,122
812207080,Bhabhana,812207,122
812207090,Bhadoo,812207,122
812207100,Bhagwanpura,812207,122
812207110,Bheemdiyas,812207,122
812207120,Chandras,812207,122
812207130,Chankher,812207,122
812207140,Chawandiya,812207,122
812207150,Chileshwar,812207,122
812207160,Chitamba,812207,122
812207170,Dahimatha,812207,122
812207180,Dhunwala (Mandal),812207,122
812207190,Dhuwala (Kareda),812207,122
812207200,Ghoras,812207,122
812207210,Gordhanpura,812207,122
812207220,Gorkhya,812207,122
812207230,Gyangarh,812207,122
812207240,Jorawarpura,812207,122
812207250,Kabradiya,812207,122
812207260,Karera,812207,122
812207270,Keriya,812207,122
812207280,Kidimal,812207,122
812207290,Ladoowas,812207,122
812207300,Leswa,812207,122
812207310,Luhariya,812207,122
812207320,Mandal,812207,122
812207330,Mejan,812207,122
812207340,Mota Ka Khera,812207,122
812207350,Nareli,812207,122
812207360,Nimbahera Jatan,812207,122
812207370,Peethas,812207,122
812207380,Rampuriya,812207,122
812207390,Sahnuda,812207,122
812207400,Santokpura,812207,122
812207410,Seeriyas,812207,122
812207420,Shivpur,812207,122
812207430,Suras,812207,122
812207440,Tahuka,812207,122
812207450,Thana,812207,122
812207460,Umri,812207,122
812208539,Municipal-Bharji Ka Khera,812208,122
812208540,Municipal-Mandalgarh (M) Ward No.-0011,812208,122
812208541,Municipal-Ratya Khera,812208,122
812208542,Municipal - Jafarpura,812208,122
812208543,Municipal - Karanpura,812208,122
812208544,Municipal - Kundaliya,812208,122
812208545,Municipal - Mandalgarh,812208,122
812208546,Municipal - Nangpura,812208,122
812208547,Municipal - Phalasiyan,812208,122
812208010,Baldarkha,812208,122
812208020,Baroondni,812208,122
812208030,Beekran,812208,122
812208040,Bigod,812208,122
812208050,Dhakar Kheri,812208,122
812208060,Dhamniya,812208,122
812208070,Dolpura,812208,122
812208080,Genoli,812208,122
812208090,Hoda,812208,122
812208100,Jaliya,812208,122
812208110,Jasuji Ka Khera,812208,122
812208120,Jhanjhola,812208,122
812208130,Jojwa,812208,122
812208140,Kachhola,812208,122
812208150,Kalyanpura,812208,122
812208160,Khachrol,812208,122
812208170,Khatwara,812208,122
812208180,Ladpura,812208,122
812208190,Mahuwa,812208,122
812208200,Manpura,812208,122
812208210,Mohanpura,812208,122
812208220,Motaron Ka Khera,812208,122
812208230,Mukund Puriya,812208,122
812208240,Rajgarh,812208,122
812208250,Ralayata,812208,122
812208260,Sarana,812208,122
812208270,Sarthala,812208,122
812208280,Shreenagar,812208,122
812208290,Shyam Garh,812208,122
812208300,Singoli,812208,122
812208310,Suras,812208,122
812208320,Thal Kalan,812208,122
812209010,Asaholi,812209,122
812209020,Bagar,812209,122
812209030,Bagoliya,812209,122
812209040,Bheeta,812209,122
812209050,Borana,812209,122
812209060,Boriyapura,812209,122
812209070,Deoriya,812209,122
812209080,Galwa,812209,122
812209090,Jharol,812209,122
812209100,Khakhar Mala,812209,122
812209110,Khemana,812209,122
812209120,Kot,812209,122
812209130,Mokhanda,812209,122
812209140,Nahri,812209,122
812209150,Nandsa Jageer,812209,122
812209160,Narayan Khera,812209,122
812209170,Nathriyas,812209,122
812209180,Palran,812209,122
812209190,Peeth Ka Khera,812209,122
812209200,Raipur,812209,122
812209210,Sagreo,812209,122
812209220,Thala,812209,122
812210602,Municipal-Gangapur,812210,122
812210010,Amli,812210,122
812210020,Arniya,812210,122
812210030,Bharak,812210,122
812210040,Bhoonas,812210,122
812210050,Chawandiya,812210,122
812210060,Cheerkhera,812210,122
812210070,Delana,812210,122
812210080,Dhosar,812210,122
812210090,Ganeshpura,812210,122
812210100,Gowliya,812210,122
812210110,Kangani,812210,122
812210120,Khankla,812210,122
812210130,Koshithal,812210,122
812210140,Lakhola,812210,122
812210150,Mahendragarh,812210,122
812210160,Majhawas,812210,122
812210170,Nandsa,812210,122
812210180,Negariyon Ka Khera,812210,122
812210190,Potlan,812210,122
812210200,Sahara,812210,122
812210210,Salera,812210,122
812210220,Sargaon,812210,122
812210230,Satliyas,812210,122
812210240,Shivrati,812210,122
812210250,Soniyana,812210,122
812210260,Surawas,812210,122
812210270,Ullai,812210,122
812210280,Ummedpura,812210,122
812211631,Municipal-Shahpura (M),812211,122
812211010,Amli Kalal,812211,122
812211020,Arniya Ghora,812211,122
812211030,Arniya Rasan,812211,122
812211040,Arwar,812211,122
812211050,Bachh Khera,812211,122
812211060,Bala Pura,812211,122
812211070,Bansera,812211,122
812211080,Bhojpur,812211,122
812211090,Biliya,812211,122
812211100,Borda,812211,122
812211110,Dabla Chanda,812211,122
812211120,Dabla Kachra,812211,122
812211130,Daulatpura,812211,122
812211140,Deoriya,812211,122
812211150,Dhanop,812211,122
812211160,Dheekola,812211,122
812211170,Dohariya,812211,122
812211180,Girdiya,812211,122
812211190,Hukampura,812211,122
812211200,Intmariya,812211,122
812211210,Itariya,812211,122
812211220,Kadi Sahna,812211,122
812211230,Kanechhan Kalan,812211,122
812211240,Kanechhan Khuri,812211,122
812211250,Khamor,812211,122
812211260,Kothiya,812211,122
812211270,Lasariya,812211,122
812211280,Lulas,812211,122
812211290,Mataji Ka Khera,812211,122
812211300,Mindoliya,812211,122
812211310,Phooliya Kalan,812211,122
812211320,Phooliya Khurd,812211,122
812211330,Pratappura,812211,122
812211340,Rahar,812211,122
812211350,Sangari,812211,122
811209210,Pawa,811209,112
811209220,Peedwa,811209,112
811209230,Phogri,811209,112
811209240,Raseedpura,811209,112
811209250,Sudrasan,811209,112
811209260,Thebri,811209,112
811209270,Tosina,811209,112
811210024,Municipal - Kuchera,811210,112
811210025,Municipal - Mundwa,811210,112
811210010,Arwar,811210,112
811210020,Asawari,811210,112
811210030,Balaya,811210,112
811210040,Bhankrod,811210,112
811210050,Borwa,811210,112
811210060,Deediya Kalan,811210,112
811210070,Gajoo,811210,112
811210080,Gawaloo,811210,112
811210090,Geloli,811210,112
811210100,Gothra,811210,112
811210110,Hilori,811210,112
811210120,Inana,811210,112
811210130,Janana,811210,112
811210140,Jhoojhanda,811210,112
811210150,Karloo,811210,112
811210160,Khajwana,811210,112
811210170,Kharnal,811210,112
810105470,Takhatpura (4 Tm),810105,101
810106647,Municipal Nokha,810106,101
810106010,Ankhisar,810106,101
810106020,Badhnoo,810106,101
810106030,Bagseu,810106,101
810106040,Beekasar,810106,101
810106050,Berasar,810106,101
810106060,Bilniyasar,810106,101
810106070,Biramsar,810106,101
810106080,Charkara,810106,101
810106090,Gajroopdesar,810106,101
810106100,Gajsukhdesar,810106,101
810106110,Gondusar,810106,101
810106120,Himatsar,810106,101
810106130,Hiyadesar,810106,101
810106140,Jasrasar,810106,101
810106150,Jesalsar,810106,101
810106160,Jhareli,810106,101
810106170,Kakra,810106,101
810106180,Kuchor Aguni,810106,101
810106190,Kuchor Athooni,810106,101
810106200,Lalam Desar Bara,810106,101
810106210,Lalam Desar Chhota,810106,101
810106220,Lalasar,810106,101
809908160,41 Gb,809908,99
809908170,42 Gb,809908,99
809908180,48 Gb (Redbaggi),809908,99
809908190,5 As (Motasar),809908,99
809908200,50 Gb,809908,99
809908210,6 Apd,809908,99
809908220,6 Blm,809908,99
809908230,7 Apd (Bhatiwala),809908,99
809908240,7 Gb,809908,99
809908250,8 Bgd,809908,99
809908260,8 Stb,809908,99
809908270,Bilochiya (10 Blma),809908,99
809908280,Gomawali,809908,99
809908290,Jaitsar (1 Gb-A),809908,99
809909279,Municipal Suratgarh,809909,99
809909010,1 Dwsm (Bakhtawarpura),809909,99
809909020,1 Gdm (Govindsar),809909,99
809909030,1 Lm,809909,99
809909040,13 Sd,809909,99
809909050,15 Lks (Dhaba),809909,99
809909060,17 Stb,809909,99
810004070,Dablibas Maulvi,810004,100
810004080,Dablibas Mitharohi,810004,100
810004090,Dablibas Pema,810004,100
810004100,Daultawali,810004,100
810004110,Deeng Wala,810004,100
810004120,Dhulmana,810004,100
810004130,Goluwala Nivdhan,810004,100
810004140,Goluwala Singhagaan,810004,100
810004150,Hansliya,810004,100
810004160,Hardayalpura,810004,100
810004170,Jhakhdwali,810004,100
810004180,Kalibanga,810004,100
810004190,Kanenawala,810004,100
810004200,Kharliya,810004,100
810004210,Khotawali,810004,100
810004220,Lakhasar,810004,100
810004230,Likhmisar,810004,100
810004240,Longwala,810004,100
810004250,Manaktheri,810004,100
810004260,Panaditawali,810004,100
810004270,Pilibanga Gaon,810004,100
810004280,Prempura,810004,100
810410350,Pata,810410,104
810410360,Peeproli,810410,104
810410370,Raghunathgarh,810410,104
810410380,Ramgarh,810410,104
810410390,Rasgan,810410,104
810410400,Sahdoli,810410,104
810410410,Senthli,810410,104
810410420,Teekri,810410,104
810410430,Untwal,810410,104
810411010,Bahadko Kalan,810411,104
810411020,Barer,810411,104
810411030,Bhajera,810411,104
810411040,Bhooda,810411,104
810411050,Bhuleri,810411,104
810411060,Bileta,810411,104
810411070,Chhilodi,810411,104
810411080,Dera,810411,104
810411090,Doroli,810411,104
810411100,Garhi Sawairam,810411,104
810411110,Itoli,810411,104
810411120,Jamdoli,810411,104
810411130,Kaneti,810411,104
810411140,Keelpur,810411,104
810411150,Machari,810411,104
810411160,Pada,810411,104
810411170,Parbaini,810411,104
811006150,Khannipura,811006,110
811006160,Khora Shyamdas,811006,110
811006170,Khorabeesal,811006,110
811006180,Maheshwas Kalan,811006,110
811006190,Mundota,811006,110
811006200,Nangal Purohit,811006,110
811006210,Nangal Siras,811006,110
811006220,Punana,811006,110
811006230,Radhakishanpura,811006,110
811006240,Raithal,811006,110
811006250,Rajawas,811006,110
811006260,Rampura,811006,110
811006270,Rojda,811006,110
811006280,Sewapura,811006,110
811006290,Sirsali,811006,110
811007010,Andhi,811007,110
811007020,Bahlor,811007,110
811007030,Basna,811007,110
811007040,Bhanpur Kalan,811007,110
811007050,Bhawni,811007,110
811007060,Bhuranpura,811007,110
811007070,Bilod,811007,110
811007080,Birasana,811007,110
811007090,Bobari,811007,110
811012370,Mundalee Ranjeetpura,811012,110
811012380,Mundiya Garh,811012,110
811012390,Murlipura,811012,110
811012400,Nandri,811012,110
811012410,Norangpura,811012,110
811012420,Pachkodiya,811012,110
811012430,Ralawata,811012,110
811012440,Ramjipura Kalan,811012,110
811012450,Ramsinghpura @ Dodiyan,811012,110
811012460,Sinodiya,811012,110
811012470,Tejya Ka Bas,811012,110
811012480,Tyod,811012,110
811013821,Municipal-Asarpura,811013,110
811013822,Municipal-Bagru,811013,110
811013823,Municipal-Balrampura Khejra Ka,811013,110
811013824,Municipal-Bambala,811013,110
811013825,Municipal-Barh Chela,811013,110
811013826,Municipal-Barh Karol,811013,110
811013827,Municipal-Barh Teelawala,811013,110
811013828,Municipal-Bhairoon Karol,811013,110
811013829,Municipal-Bhankrota Kalan,811013,110
811013830,Municipal-Bhaogarh Bandha,811013,110
811013831,Municipal-Chainpura,811013,110
811013832,Municipal-Chak Getor,811013,110
812211360,Sangariya,812211,122
812211370,Tahnal,812211,122
812211380,Taswariya Bansa,812211,122
812212670,Municipal - Bhilwara,812212,122
812212671,Municipal - Pur,812212,122
812212672,Municipal - Suwana,812212,122
812212010,Amli,812212,122
812212020,Arjiya,812212,122
812212030,Atoon,812212,122
812212040,Bardod,812212,122
812212050,Bholi,812212,122
812212060,Bhopalgarh,812212,122
812212070,Danthal,812212,122
812212080,Dariba,812212,122
812212090,Deoli,812212,122
812212100,Dudiya,812212,122
812212110,Gundli,812212,122
812212120,Gurla,812212,122
812212130,Haled,812212,122
812212140,Hameer Garh,812212,122
812212150,Kanda,812212,122
812212160,Karoi,812212,122
812212170,Khaira Bad,812212,122
812212180,Kochriya,812212,122
812212190,Kodu Kota,812212,122
812212200,Mahuwa Kalan,812212,122
812212210,Malola,812212,122
812212220,Mangrop,812212,122
812212230,Ojyara,812212,122
812212240,Palri,812212,122
812212250,Pansal,812212,122
812212260,Peepli,812212,122
812212270,Rampuriya,812212,122
812212280,Reechhra,812212,122
812212290,Roopaheli,812212,122
812212300,Sangwa,812212,122
812212310,Seedriyas,812212,122
